"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"23.03.2023 07:00 - 23.03.2023 08:00","68","65","65","1034","1093","1098","1830","2123","2123"
"23.03.2023 08:00 - 23.03.2023 09:00","162","118","165","1038","1095","1105","2130","2443","2345"
"23.03.2023 09:00 - 23.03.2023 10:00","397","281","401","1055","1122","1117","2272","2514","2406"
"23.03.2023 10:00 - 23.03.2023 11:00","648","539","628","1077","1137","1056","2584","2740","2668"
"23.03.2023 11:00 - 23.03.2023 12:00","846","853","972","1055","1106","1023","2596","2707","2738"
"23.03.2023 12:00 - 23.03.2023 13:00","1018","1078","1125","1019","1065","991","2558","2631","2680"
"23.03.2023 13:00 - 23.03.2023 14:00","1062","1083","1075","988","1004","975","2461","2546","2621"
"23.03.2023 14:00 - 23.03.2023 15:00","930","924","886","966","988","950","2286","2414","2647"
"23.03.2023 15:00 - 23.03.2023 16:00","633","618","615","926","990","934","2103","2264","2287"
"23.03.2023 16:00 - 23.03.2023 17:00","205","199","164","858","952","956","1815","1993","2476"
"23.03.2023 17:00 - 23.03.2023 18:00","6","6","31","822","865","892","1387","1540","1784"
"23.03.2023 18:00 - 23.03.2023 19:00","0","0","8","846","885","880","1230","1383","1830"
"23.03.2023 19:00 - 23.03.2023 20:00","0","0","6","894","959","936","1279","1388","1729"
"23.03.2023 20:00 - 23.03.2023 21:00","0","0","4","897","951","950","1302","1419","1645"
"23.03.2023 21:00 - 23.03.2023 22:00","0","0","3","926","969","988","1243","1384","1380"
"23.03.2023 22:00 - 23.03.2023 23:00","0","0","2","928","969","1033","1126","1312","1337"
"23.03.2023 23:00 - 24.03.2023 00:00","0","N/A","1","988","N/A","1053","1279","N/A","1274"
"24.03.2023 00:00 - 24.03.2023 01:00","0","N/A","0","987","N/A","1047","1168","N/A","1338"
"24.03.2023 01:00 - 24.03.2023 02:00","0","N/A","0","896","N/A","1025","1020","N/A","1365"
"24.03.2023 02:00 - 24.03.2023 03:00","0","N/A","0","761","N/A","947","892","N/A","1189"
"24.03.2023 03:00 - 24.03.2023 04:00","0","N/A","0","771","N/A","1006","807","N/A","1034"
"24.03.2023 04:00 - 24.03.2023 05:00","0","N/A","0","764","N/A","1036","772","N/A","1128"
"24.03.2023 05:00 - 24.03.2023 06:00","3","N/A","5","845","N/A","1022","765","N/A","1214"
"24.03.2023 06:00 - 24.03.2023 07:00","27","N/A","48","884","N/A","1133","818","N/A","1715"
"24.03.2023 07:00 - 24.03.2023 08:00","64","93","93","830","1116","1120","1134","2487","2487"
"24.03.2023 08:00 - 24.03.2023 09:00","136","171","229","877","1102","1112","1466","2816","2749"
"24.03.2023 09:00 - 24.03.2023 10:00","236","276","377","914","1106","1117","1750","2826","3055"
"24.03.2023 10:00 - 24.03.2023 11:00","393","417","392","1003","1121","1043","2112","2942","3350"
"24.03.2023 11:00 - 24.03.2023 12:00","598","628","537","1047","1101","1049","2251","2816","3334"
"24.03.2023 12:00 - 24.03.2023 13:00","690","821","739","1027","1085","1041","2321","2709","3287"
"24.03.2023 13:00 - 24.03.2023 14:00","649","848","812","1008","1065","1054","2449","2655","3311"
"24.03.2023 14:00 - 24.03.2023 15:00","499","676","551","1035","1064","1066","2529","2637","3266"
"24.03.2023 15:00 - 24.03.2023 16:00","338","427","313","1052","1069","1064","2606","2674","3187"
"24.03.2023 16:00 - 24.03.2023 17:00","108","127","107","1056","1041","1088","2454","2517","2658"
"24.03.2023 17:00 - 24.03.2023 18:00","3","3","29","1014","961","1083","2004","2072","2760"
"24.03.2023 18:00 - 24.03.2023 19:00","0","0","8","997","984","1106","1813","1893","2572"
"24.03.2023 19:00 - 24.03.2023 20:00","0","0","6","961","1017","1078","1781","1847","2454"
"24.03.2023 20:00 - 24.03.2023 21:00","0","0","5","887","997","1047","1683","1862","2312"
"24.03.2023 21:00 - 24.03.2023 22:00","0","0","4","884","996","995","1499","1799","1990"
"24.03.2023 22:00 - 24.03.2023 23:00","0","0","2","880","998","984","1320","1714","2263"
"24.03.2023 23:00 - 25.03.2023 00:00","0","N/A","1","1023","N/A","1052","1871","N/A","2075"
"25.03.2023 00:00 - 25.03.2023 01:00","0","N/A","0","1028","N/A","1035","1704","N/A","1567"
"25.03.2023 01:00 - 25.03.2023 02:00","0","N/A","0","999","N/A","969","1571","N/A","1610"
"25.03.2023 02:00 - 25.03.2023 03:00","0","N/A","0","937","N/A","817","1513","N/A","1466"
"25.03.2023 03:00 - 25.03.2023 04:00","0","N/A","0","900","N/A","654","1482","N/A","1267"
"25.03.2023 04:00 - 25.03.2023 05:00","0","N/A","0","905","N/A","627","1417","N/A","1182"
"25.03.2023 05:00 - 25.03.2023 06:00","9","N/A","10","909","N/A","784","1231","N/A","1260"
"25.03.2023 06:00 - 25.03.2023 07:00","72","N/A","85","927","N/A","966","1102","N/A","1060"
"25.03.2023 07:00 - 25.03.2023 08:00","138","156","156","921","949","939","1261","1339","1339"
"25.03.2023 08:00 - 25.03.2023 09:00","224","215","238","906","928","894","1394","1452","1286"
"25.03.2023 09:00 - 25.03.2023 10:00","289","289","410","928","940","857","1368","1392","1301"
"25.03.2023 10:00 - 25.03.2023 11:00","330","355","351","913","966","401","1381","1340","1347"
"25.03.2023 11:00 - 25.03.2023 12:00","281","402","453","797","847","139","1303","1236","1285"
"25.03.2023 12:00 - 25.03.2023 13:00","256","371","596","705","660","188","1210","1149","1311"
"25.03.2023 13:00 - 25.03.2023 14:00","221","301","431","642","546","155","1083","1056","1248"
"25.03.2023 14:00 - 25.03.2023 15:00","170","227","413","541","451","323","924","909","939"
"25.03.2023 15:00 - 25.03.2023 16:00","121","182","209","447","385","228","791","775","626"
"25.03.2023 16:00 - 25.03.2023 17:00","39","59","90","362","307","291","617","623","348"
"25.03.2023 17:00 - 25.03.2023 18:00","1","1","19","284","289","204","449","480","266"
"25.03.2023 18:00 - 25.03.2023 19:00","0","0","7","384","403","292","439","491","333"
"25.03.2023 19:00 - 25.03.2023 20:00","0","0","6","591","592","354","610","564","488"
"25.03.2023 20:00 - 25.03.2023 21:00","0","0","5","665","658","579","816","621","548"
"25.03.2023 21:00 - 25.03.2023 22:00","0","0","4","658","672","434","932","670","541"
"25.03.2023 22:00 - 25.03.2023 23:00","0","0","2","721","712","593","996","789","651"
"25.03.2023 23:00 - 26.03.2023 00:00","0","N/A","1","746","N/A","703","815","N/A","777"
"26.03.2023 00:00 - 26.03.2023 01:00","0","N/A","0","844","N/A","832","902","N/A","921"
"26.03.2023 01:00 - 26.03.2023 02:00","0","N/A","0","838","N/A","854","990","N/A","1034"
"26.03.2023 02:00 - 26.03.2023 03:00","0","N/A","0","805","N/A","508","1065","N/A","1686"
"26.03.2023 03:00 - 26.03.2023 04:00","0","N/A","0","803","N/A","863","1102","N/A","1264"
"26.03.2023 04:00 - 26.03.2023 05:00","0","N/A","0","808","N/A","934","1061","N/A","1315"
"26.03.2023 05:00 - 26.03.2023 06:00","33","N/A","31","794","N/A","909","904","N/A","1243"
"26.03.2023 06:00 - 26.03.2023 07:00","245","229","229","815","883","871","786","960","960"
"26.03.2023 07:00 - 26.03.2023 08:00","502","464","464","891","826","810","902","964","976"
"26.03.2023 08:00 - 26.03.2023 09:00","820","732","704","910","826","808","1004","989","1086"
"26.03.2023 09:00 - 26.03.2023 10:00","1150","968","862","846","791","823","1015","975","1083"
"26.03.2023 10:00 - 26.03.2023 11:00","1386","1154","1031","772","680","772","1004","964","996"
"26.03.2023 11:00 - 26.03.2023 12:00","1471","1260","1090","823","665","818","1095","1009","952"
"26.03.2023 12:00 - 26.03.2023 13:00","1409","1269","1152","903","739","787","1164","1083","1031"
"26.03.2023 13:00 - 26.03.2023 14:00","1210","1131","1058","950","885","843","1144","1168","1077"
"26.03.2023 14:00 - 26.03.2023 15:00","929","903","842","927","881","896","1063","1171","1205"
"26.03.2023 15:00 - 26.03.2023 16:00","606","623","599","940","899","969","976","1106","1137"
"26.03.2023 16:00 - 26.03.2023 17:00","274","293","285","975","935","926","844","939","1108"
"26.03.2023 17:00 - 26.03.2023 18:00","33","35","32","920","962","1021","657","738","810"
"26.03.2023 18:00 - 26.03.2023 19:00","0","0","8","870","943","968","538","616","533"
"26.03.2023 19:00 - 26.03.2023 20:00","0","0","5","882","919","927","516","589","370"
"26.03.2023 20:00 - 26.03.2023 21:00","0","0","4","874","896","747","541","599","301"
"26.03.2023 21:00 - 26.03.2023 22:00","0","0","3","840","870","885","562","562","224"
"26.03.2023 22:00 - 26.03.2023 23:00","0","N/A","2","845","N/A","914","598","N/A","190"
"26.03.2023 23:00 - 27.03.2023 00:00","0","N/A","1","829","N/A","969","584","N/A","215"
"27.03.2023 00:00 - 27.03.2023 01:00","0","N/A","0","826","N/A","905","615","N/A","265"
"27.03.2023 01:00 - 27.03.2023 02:00","0","N/A","0","860","N/A","786","690","N/A","322"
"27.03.2023 02:00 - 27.03.2023 03:00","0","N/A","0","836","N/A","706","793","N/A","439"
"27.03.2023 03:00 - 27.03.2023 04:00","0","N/A","0","790","N/A","713","855","N/A","585"
"27.03.2023 04:00 - 27.03.2023 05:00","0","N/A","0","752","N/A","637","912","N/A","524"
"27.03.2023 05:00 - 27.03.2023 06:00","50","N/A","49","735","N/A","734","906","N/A","597"
"27.03.2023 06:00 - 27.03.2023 07:00","342","335","335","727","775","803","840","769","792"
"27.03.2023 07:00 - 27.03.2023 08:00","712","680","681","694","762","867","1008","973","831"
"27.03.2023 08:00 - 27.03.2023 09:00","1038","897","940","675","762","798","1109","1204","1062"
"27.03.2023 09:00 - 27.03.2023 10:00","1170","1009","812","676","750","768","1058","1337","1428"
"27.03.2023 10:00 - 27.03.2023 11:00","1143","951","973","669","745","734","1094","1540","1825"
"27.03.2023 11:00 - 27.03.2023 12:00","1134","1003","1015","674","707","747","1177","1715","2005"
"27.03.2023 12:00 - 27.03.2023 13:00","1098","1035","940","677","697","637","1353","1836","2246"
"27.03.2023 13:00 - 27.03.2023 14:00","928","907","565","674","702","708","1483","1818","2241"
"27.03.2023 14:00 - 27.03.2023 15:00","685","686","627","674","701","706","1549","1798","2183"
"27.03.2023 15:00 - 27.03.2023 16:00","480","475","486","692","733","774","1603","1839","1980"
"27.03.2023 16:00 - 27.03.2023 17:00","229","238","208","717","780","771","1569","1624","1527"
"27.03.2023 17:00 - 27.03.2023 18:00","27","32","35","708","844","750","1294","1134","963"
"27.03.2023 18:00 - 27.03.2023 19:00","0","0","9","745","922","876","1042","846","1033"
"27.03.2023 19:00 - 27.03.2023 20:00","0","0","7","840","995","1055","849","761","788"
"27.03.2023 20:00 - 27.03.2023 21:00","0","0","5","927","1009","673","735","671","521"
"27.03.2023 21:00 - 27.03.2023 22:00","0","0","4","926","971","737","638","584","369"
"27.03.2023 22:00 - 27.03.2023 23:00","0","N/A","2","828","N/A","632","501","N/A","334"
"27.03.2023 23:00 - 28.03.2023 00:00","0","N/A","1","785","N/A","732","450","N/A","339"
"28.03.2023 00:00 - 28.03.2023 01:00","0","N/A","0","720","N/A","859","421","N/A","402"
"28.03.2023 01:00 - 28.03.2023 02:00","0","N/A","0","639","N/A","670","375","N/A","304"
"28.03.2023 02:00 - 28.03.2023 03:00","0","N/A","0","532","N/A","603","329","N/A","270"
"28.03.2023 03:00 - 28.03.2023 04:00","0","N/A","0","421","N/A","468","267","N/A","222"
"28.03.2023 04:00 - 28.03.2023 05:00","0","N/A","0","387","N/A","263","183","N/A","97"
"28.03.2023 05:00 - 28.03.2023 06:00","64","N/A","64","382","N/A","189","118","N/A","89"
"28.03.2023 06:00 - 28.03.2023 07:00","382","373","373","328","177","170","83","58","58"
"28.03.2023 07:00 - 28.03.2023 08:00","775","721","721","243","141","63","91","81","88"
"28.03.2023 08:00 - 28.03.2023 09:00","1121","1025","931","171","104","91","109","122","96"
"28.03.2023 09:00 - 28.03.2023 10:00","1306","1212","994","101","77","37","135","174","119"
"28.03.2023 10:00 - 28.03.2023 11:00","1308","1229","944","77","99","158","176","265","181"
"28.03.2023 11:00 - 28.03.2023 12:00","1133","1047","657","93","162","204","267","401","327"
"28.03.2023 12:00 - 28.03.2023 13:00","935","874","764","125","211","269","331","527","447"
"28.03.2023 13:00 - 28.03.2023 14:00","746","709","584","157","272","253","367","620","513"
"28.03.2023 14:00 - 28.03.2023 15:00","622","592","487","209","367","382","385","704","714"
"28.03.2023 15:00 - 28.03.2023 16:00","477","449","381","275","461","422","387","789","824"
"28.03.2023 16:00 - 28.03.2023 17:00","229","207","172","372","549","555","375","826","873"
"28.03.2023 17:00 - 28.03.2023 18:00","26","21","6","493","632","645","327","792","863"
"28.03.2023 18:00 - 28.03.2023 19:00","0","0","2","557","693","616","377","833","1055"
"28.03.2023 19:00 - 28.03.2023 20:00","0","0","0","647","756","873","524","979","1181"
"28.03.2023 20:00 - 28.03.2023 21:00","0","0","0","718","833","1052","698","1187","1256"
"28.03.2023 21:00 - 28.03.2023 22:00","0","0","0","733","864","914","836","1286","1459"
"28.03.2023 22:00 - 28.03.2023 23:00","0","N/A","0","898","N/A","920","1237","N/A","1714"
"28.03.2023 23:00 - 29.03.2023 00:00","0","N/A","0","984","N/A","937","1261","N/A","1646"
"29.03.2023 00:00 - 29.03.2023 01:00","0","N/A","0","964","N/A","908","1244","N/A","1638"
"29.03.2023 01:00 - 29.03.2023 02:00","0","N/A","0","866","N/A","893","1162","N/A","1511"
"29.03.2023 02:00 - 29.03.2023 03:00","0","N/A","0","760","N/A","880","1084","N/A","1257"
"29.03.2023 03:00 - 29.03.2023 04:00","0","N/A","0","767","N/A","776","1006","N/A","1147"
"29.03.2023 04:00 - 29.03.2023 05:00","0","N/A","0","727","N/A","789","891","N/A","990"
"29.03.2023 05:00 - 29.03.2023 06:00","9","N/A","15","693","N/A","859","726","N/A","726"
"29.03.2023 06:00 - 29.03.2023 07:00","47","66","66","660","822","822","555","699","699"
"29.03.2023 07:00 - 29.03.2023 08:00","85","92","93","534","712","665","525","668","844"
"29.03.2023 08:00 - 29.03.2023 09:00","121","131","180","466","578","613","461","612","735"
"29.03.2023 09:00 - 29.03.2023 10:00","152","173","302","376","476","570","369","519","625"
"29.03.2023 10:00 - 29.03.2023 11:00","178","194","246","297","396","483","296","429","579"
"29.03.2023 11:00 - 29.03.2023 12:00","223","232","248","217","304","283","259","386","526"
"29.03.2023 12:00 - 29.03.2023 13:00","286","268","252","165","217","272","236","373","408"
"29.03.2023 13:00 - 29.03.2023 14:00","276","234","155","140","132","257","220","364","410"
"29.03.2023 14:00 - 29.03.2023 15:00","227","180","135","115","91","110","203","331","318"
"29.03.2023 15:00 - 29.03.2023 16:00","153","137","116","70","100","146","183","286","215"
"29.03.2023 16:00 - 29.03.2023 17:00","71","73","45","47","101","128","174","229","236"
"29.03.2023 17:00 - 29.03.2023 18:00","7","7","2","37","104","92","165","191","248"
"29.03.2023 18:00 - 29.03.2023 19:00","0","0","0","46","114","82","175","197","281"
"29.03.2023 19:00 - 29.03.2023 20:00","0","0","0","78","161","83","220","260","348"
"29.03.2023 20:00 - 29.03.2023 21:00","0","0","0","156","228","185","317","364","465"
"29.03.2023 21:00 - 29.03.2023 22:00","0","0","0","237","324","166","434","465","515"
"29.03.2023 22:00 - 29.03.2023 23:00","0","N/A","0","481","N/A","301","636","N/A","624"
"29.03.2023 23:00 - 30.03.2023 00:00","0","N/A","0","668","N/A","405","759","N/A","704"
"30.03.2023 00:00 - 30.03.2023 01:00","0","N/A","0","733","N/A","458","922","N/A","851"
"30.03.2023 01:00 - 30.03.2023 02:00","0","N/A","0","742","N/A","557","1142","N/A","1019"
"30.03.2023 02:00 - 30.03.2023 03:00","0","N/A","0","780","N/A","782","1388","N/A","1131"
"30.03.2023 03:00 - 30.03.2023 04:00","0","N/A","0","822","N/A","859","1605","N/A","1279"
"30.03.2023 04:00 - 30.03.2023 05:00","0","N/A","0","890","N/A","936","1721","N/A","1549"
"30.03.2023 05:00 - 30.03.2023 06:00","4","N/A","6","950","N/A","1029","1698","N/A","1608"
"30.03.2023 06:00 - 30.03.2023 07:00","25","26","26","995","989","980","1561","1640","1640"
"30.03.2023 07:00 - 30.03.2023 08:00","49","49","49","967","998","1082","1728","1790","1911"
"30.03.2023 08:00 - 30.03.2023 09:00","69","69","61","983","1048","1090","1771","1834","1726"
"30.03.2023 09:00 - 30.03.2023 10:00","84","84","95","1003","1073","1097","1655","1755","1576"
"30.03.2023 10:00 - 30.03.2023 11:00","93","93","124","1068","1101","1109","1667","1764","1739"
"30.03.2023 11:00 - 30.03.2023 12:00","96","96","172","1036","1048","1075","1509","1689","1781"
"30.03.2023 12:00 - 30.03.2023 13:00","93","92","180","962","1003","1066","1408","1541","1680"
"30.03.2023 13:00 - 30.03.2023 14:00","92","88","175","908","928","1047","1320","1399","1521"
"30.03.2023 14:00 - 30.03.2023 15:00","83","93","154","904","825","978","1251","1335","1536"
"30.03.2023 15:00 - 30.03.2023 16:00","64","77","102","959","850","822","1243","1287","1587"
"30.03.2023 16:00 - 30.03.2023 17:00","32","38","45","988","884","729","1239","1209","1365"
"30.03.2023 17:00 - 30.03.2023 18:00","5","4","13","963","903","599","1143","1032","1094"
"30.03.2023 18:00 - 30.03.2023 19:00","0","0","2","936","898","703","1142","955","946"
"30.03.2023 19:00 - 30.03.2023 20:00","0","0","0","844","898","800","1181","951","830"
"30.03.2023 20:00 - 30.03.2023 21:00","0","0","1","655","901","773","1220","992","1014"
"30.03.2023 21:00 - 30.03.2023 22:00","0","0","1","600","843","766","1178","993","1198"
"30.03.2023 22:00 - 30.03.2023 23:00","0","N/A","1","499","N/A","684","945","N/A","1105"
"30.03.2023 23:00 - 31.03.2023 00:00","0","N/A","0","425","N/A","477","857","N/A","921"
"31.03.2023 00:00 - 31.03.2023 01:00","0","N/A","0","350","N/A","378","787","N/A","854"
"31.03.2023 01:00 - 31.03.2023 02:00","0","N/A","0","207","N/A","185","695","N/A","691"
"31.03.2023 02:00 - 31.03.2023 03:00","0","N/A","0","128","N/A","178","592","N/A","700"
"31.03.2023 03:00 - 31.03.2023 04:00","0","N/A","0","131","N/A","124","498","N/A","626"
"31.03.2023 04:00 - 31.03.2023 05:00","0","N/A","0","82","N/A","107","428","N/A","539"
"31.03.2023 05:00 - 31.03.2023 06:00","21","N/A","23","54","N/A","71","361","N/A","433"
"31.03.2023 06:00 - 31.03.2023 07:00","101","99","99","42","84","84","293","425","425"
"31.03.2023 07:00 - 31.03.2023 08:00","205","180","141","28","64","23","308","452","527"
"31.03.2023 08:00 - 31.03.2023 09:00","327","290","233","23","59","54","330","473","626"
"31.03.2023 09:00 - 31.03.2023 10:00","445","379","276","23","61","29","344","472","649"
"31.03.2023 10:00 - 31.03.2023 11:00","466","455","349","35","92","76","411","521","654"
"31.03.2023 11:00 - 31.03.2023 12:00","442","435","379","51","124","79","463","612","725"
"31.03.2023 12:00 - 31.03.2023 13:00","394","366","331","88","149","131","561","729","846"
"31.03.2023 13:00 - 31.03.2023 14:00","307","282","291","207","222","188","710","865","966"
"31.03.2023 14:00 - 31.03.2023 15:00","188","178","187","381","394","447","899","1041","1101"
"31.03.2023 15:00 - 31.03.2023 16:00","106","108","106","424","495","599","1100","1228","1266"
"31.03.2023 16:00 - 31.03.2023 17:00","44","54","57","470","569","845","1302","1389","1380"
"31.03.2023 17:00 - 31.03.2023 18:00","4","5","9","511","656","929","1416","1448","1443"
"31.03.2023 18:00 - 31.03.2023 19:00","0","0","1","636","791","949","1594","1551","1727"
"31.03.2023 19:00 - 31.03.2023 20:00","0","0","0","764","920","1000","1828","1768","1928"
"31.03.2023 20:00 - 31.03.2023 21:00","0","0","0","856","955","989","2069","2006","2106"
"31.03.2023 21:00 - 31.03.2023 22:00","0","0","0","1000","1000","1100","2216","2122","2249"
"31.03.2023 22:00 - 31.03.2023 23:00","0","N/A","0","1068","N/A","1079","2289","N/A","2569"
"31.03.2023 23:00 - 01.04.2023 00:00","0","N/A","0","1093","N/A","1098","2332","N/A","2689"
"01.04.2023 00:00 - 01.04.2023 01:00","0","N/A","0","1082","N/A","1063","2364","N/A","2799"
"01.04.2023 01:00 - 01.04.2023 02:00","0","N/A","0","1064","N/A","1085","2373","N/A","2726"
