"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"19.07.2023 18:00 - 19.07.2023 19:00","93","92","108","407","341","302","764","807","1029"
"19.07.2023 19:00 - 19.07.2023 20:00","16","16","16","425","390","427","725","774","732"
"19.07.2023 20:00 - 19.07.2023 21:00","1","1","0","464","444","580","714","776","693"
"19.07.2023 21:00 - 19.07.2023 22:00","0","0","0","504","519","511","732","786","711"
"19.07.2023 22:00 - 19.07.2023 23:00","0","N/A","0","588","N/A","689","993","N/A","788"
"19.07.2023 23:00 - 20.07.2023 00:00","0","N/A","0","627","N/A","778","991","N/A","849"
"20.07.2023 00:00 - 20.07.2023 01:00","0","N/A","0","656","N/A","770","1034","N/A","987"
"20.07.2023 01:00 - 20.07.2023 02:00","0","N/A","0","688","N/A","890","1072","N/A","926"
"20.07.2023 02:00 - 20.07.2023 03:00","1","N/A","1","739","N/A","877","1109","N/A","811"
"20.07.2023 03:00 - 20.07.2023 04:00","15","N/A","11","718","N/A","879","1111","N/A","839"
"20.07.2023 04:00 - 20.07.2023 05:00","79","N/A","95","703","N/A","800","1052","N/A","822"
"20.07.2023 05:00 - 20.07.2023 06:00","175","N/A","233","653","N/A","804","1001","N/A","739"
"20.07.2023 06:00 - 20.07.2023 07:00","278","491","491","686","740","703","1008","1025","1025"
"20.07.2023 07:00 - 20.07.2023 08:00","396","685","672","696","757","880","1235","1299","1401"
"20.07.2023 08:00 - 20.07.2023 09:00","491","898","828","722","810","980","1442","1558","1539"
"20.07.2023 09:00 - 20.07.2023 10:00","571","1023","953","761","815","853","1522","1686","1914"
"20.07.2023 10:00 - 20.07.2023 11:00","665","1102","1106","725","746","652","1677","1880","2211"
"20.07.2023 11:00 - 20.07.2023 12:00","726","1205","1011","708","674","515","1743","1940","2416"
"20.07.2023 12:00 - 20.07.2023 13:00","750","1217","1012","706","670","693","1814","1983","2410"
"20.07.2023 13:00 - 20.07.2023 14:00","718","993","904","677","638","734","1877","2065","2360"
"20.07.2023 14:00 - 20.07.2023 15:00","631","635","741","680","642","775","1928","2122","2437"
"20.07.2023 15:00 - 20.07.2023 16:00","517","516","670","738","699","827","1946","2130","2387"
"20.07.2023 16:00 - 20.07.2023 17:00","376","376","489","695","721","710","1858","2029","2253"
"20.07.2023 17:00 - 20.07.2023 18:00","222","229","281","660","663","877","1670","1806","2098"
"20.07.2023 18:00 - 20.07.2023 19:00","89","90","91","670","648","879","1558","1599","1938"
"20.07.2023 19:00 - 20.07.2023 20:00","15","15","15","609","601","802","1420","1432","1482"
"20.07.2023 20:00 - 20.07.2023 21:00","1","1","0","561","601","828","1267","1270","1170"
"20.07.2023 21:00 - 20.07.2023 22:00","0","0","0","519","589","588","1153","1123","1031"
"20.07.2023 22:00 - 20.07.2023 23:00","0","N/A","0","640","N/A","686","1221","N/A","1003"
"20.07.2023 23:00 - 21.07.2023 00:00","0","N/A","0","599","N/A","712","1146","N/A","922"
"21.07.2023 00:00 - 21.07.2023 01:00","0","N/A","0","570","N/A","726","1134","N/A","887"
"21.07.2023 01:00 - 21.07.2023 02:00","0","N/A","0","562","N/A","592","1109","N/A","824"
"21.07.2023 02:00 - 21.07.2023 03:00","1","N/A","1","539","N/A","585","1075","N/A","722"
"21.07.2023 03:00 - 21.07.2023 04:00","16","N/A","12","498","N/A","688","999","N/A","631"
"21.07.2023 04:00 - 21.07.2023 05:00","92","N/A","101","445","N/A","546","887","N/A","581"
"21.07.2023 05:00 - 21.07.2023 06:00","229","N/A","224","374","N/A","508","812","N/A","497"
"21.07.2023 06:00 - 21.07.2023 07:00","383","547","547","381","303","285","774","594","594"
"21.07.2023 07:00 - 21.07.2023 08:00","525","758","814","361","316","218","877","751","849"
"21.07.2023 08:00 - 21.07.2023 09:00","643","924","1002","373","329","162","982","881","929"
"21.07.2023 09:00 - 21.07.2023 10:00","731","1054","1088","372","334","168","1010","906","896"
"21.07.2023 10:00 - 21.07.2023 11:00","785","1113","1136","344","307","118","1039","934","815"
"21.07.2023 11:00 - 21.07.2023 12:00","778","1124","1063","309","285","123","1037","934","836"
"21.07.2023 12:00 - 21.07.2023 13:00","736","1061","1060","316","304","180","1053","935","832"
"21.07.2023 13:00 - 21.07.2023 14:00","648","869","897","315","262","145","1011","942","788"
"21.07.2023 14:00 - 21.07.2023 15:00","514","593","848","323","227","204","955","910","788"
"21.07.2023 15:00 - 21.07.2023 16:00","402","458","629","347","270","170","875","820","709"
"21.07.2023 16:00 - 21.07.2023 17:00","291","319","381","295","316","199","746","669","609"
"21.07.2023 17:00 - 21.07.2023 18:00","176","177","206","259","269","149","612","539","545"
"21.07.2023 18:00 - 21.07.2023 19:00","62","57","64","235","247","172","524","407","340"
"21.07.2023 19:00 - 21.07.2023 20:00","10","9","14","205","292","173","457","293","193"
"21.07.2023 20:00 - 21.07.2023 21:00","0","0","0","228","327","258","381","246","169"
"21.07.2023 21:00 - 21.07.2023 22:00","0","0","0","296","308","214","368","230","174"
"21.07.2023 22:00 - 21.07.2023 23:00","0","N/A","0","330","N/A","167","286","N/A","267"
"21.07.2023 23:00 - 22.07.2023 00:00","0","N/A","0","354","N/A","216","296","N/A","279"
"22.07.2023 00:00 - 22.07.2023 01:00","0","N/A","0","408","N/A","303","335","N/A","378"
"22.07.2023 01:00 - 22.07.2023 02:00","0","N/A","0","416","N/A","422","402","N/A","423"
"22.07.2023 02:00 - 22.07.2023 03:00","1","N/A","1","449","N/A","301","489","N/A","463"
"22.07.2023 03:00 - 22.07.2023 04:00","15","N/A","10","492","N/A","353","540","N/A","475"
"22.07.2023 04:00 - 22.07.2023 05:00","93","N/A","102","557","N/A","366","554","N/A","478"
"22.07.2023 05:00 - 22.07.2023 06:00","230","N/A","238","575","N/A","452","582","N/A","403"
"22.07.2023 06:00 - 22.07.2023 07:00","378","511","511","671","376","350","613","442","442"
"22.07.2023 07:00 - 22.07.2023 08:00","514","693","848","679","480","406","730","603","618"
"22.07.2023 08:00 - 22.07.2023 09:00","658","852","949","602","492","384","821","727","820"
"22.07.2023 09:00 - 22.07.2023 10:00","741","954","1002","521","438","348","882","840","1053"
"22.07.2023 10:00 - 22.07.2023 11:00","783","1014","1075","467","393","326","1032","990","1302"
"22.07.2023 11:00 - 22.07.2023 12:00","787","1052","1035","397","330","404","1142","1104","1315"
"22.07.2023 12:00 - 22.07.2023 13:00","752","1017","1072","383","366","234","1195","1161","1437"
"22.07.2023 13:00 - 22.07.2023 14:00","743","862","1042","316","352","108","1181","1205","1338"
"22.07.2023 14:00 - 22.07.2023 15:00","651","618","796","313","320","144","1153","1180","1288"
"22.07.2023 15:00 - 22.07.2023 16:00","497","461","680","416","314","273","1068","1084","1087"
"22.07.2023 16:00 - 22.07.2023 17:00","318","291","452","399","276","120","874","885","868"
"22.07.2023 17:00 - 22.07.2023 18:00","187","165","267","397","253","168","639","641","663"
"22.07.2023 18:00 - 22.07.2023 19:00","71","65","74","387","265","224","488","446","464"
"22.07.2023 19:00 - 22.07.2023 20:00","11","11","13","353","257","108","381","313","229"
"22.07.2023 20:00 - 22.07.2023 21:00","0","0","0","375","294","166","307","244","163"
"22.07.2023 21:00 - 22.07.2023 22:00","0","0","0","315","286","102","277","219","167"
"22.07.2023 22:00 - 22.07.2023 23:00","0","N/A","0","169","N/A","85","181","N/A","155"
"22.07.2023 23:00 - 23.07.2023 00:00","0","N/A","0","184","N/A","115","171","N/A","163"
"23.07.2023 00:00 - 23.07.2023 01:00","0","N/A","0","160","N/A","90","173","N/A","188"
"23.07.2023 01:00 - 23.07.2023 02:00","0","N/A","0","115","N/A","29","178","N/A","213"
"23.07.2023 02:00 - 23.07.2023 03:00","0","N/A","0","138","N/A","78","201","N/A","216"
"23.07.2023 03:00 - 23.07.2023 04:00","5","N/A","5","228","N/A","129","235","N/A","223"
"23.07.2023 04:00 - 23.07.2023 05:00","29","N/A","51","251","N/A","92","256","N/A","238"
"23.07.2023 05:00 - 23.07.2023 06:00","80","N/A","148","287","N/A","127","265","N/A","246"
"23.07.2023 06:00 - 23.07.2023 07:00","124","283","283","428","149","123","281","278","278"
"23.07.2023 07:00 - 23.07.2023 08:00","173","361","384","461","279","122","355","372","369"
"23.07.2023 08:00 - 23.07.2023 09:00","205","419","394","533","464","221","432","489","492"
"23.07.2023 09:00 - 23.07.2023 10:00","216","456","346","522","476","299","514","598","699"
"23.07.2023 10:00 - 23.07.2023 11:00","205","468","355","516","514","457","606","700","824"
"23.07.2023 11:00 - 23.07.2023 12:00","183","459","320","491","510","632","689","786","979"
"23.07.2023 12:00 - 23.07.2023 13:00","160","427","261","484","560","486","712","803","986"
"23.07.2023 13:00 - 23.07.2023 14:00","140","291","222","386","571","279","702","804","896"
"23.07.2023 14:00 - 23.07.2023 15:00","122","123","190","306","580","383","660","815","881"
"23.07.2023 15:00 - 23.07.2023 16:00","104","126","174","392","629","406","660","836","873"
"23.07.2023 16:00 - 23.07.2023 17:00","77","112","142","420","690","341","678","833","855"
"23.07.2023 17:00 - 23.07.2023 18:00","50","86","80","352","699","489","634","782","763"
"23.07.2023 18:00 - 23.07.2023 19:00","28","37","39","297","721","573","635","757","819"
"23.07.2023 19:00 - 23.07.2023 20:00","5","5","4","269","713","697","651","764","681"
"23.07.2023 20:00 - 23.07.2023 21:00","0","0","0","258","740","859","668","801","648"
"23.07.2023 21:00 - 23.07.2023 22:00","0","0","0","255","737","759","648","796","705"
"23.07.2023 22:00 - 23.07.2023 23:00","0","N/A","0","668","N/A","937","813","N/A","723"
"23.07.2023 23:00 - 24.07.2023 00:00","0","N/A","0","637","N/A","723","770","N/A","829"
"24.07.2023 00:00 - 24.07.2023 01:00","0","N/A","0","601","N/A","538","697","N/A","785"
"24.07.2023 01:00 - 24.07.2023 02:00","0","N/A","0","589","N/A","638","665","N/A","785"
"24.07.2023 02:00 - 24.07.2023 03:00","0","N/A","0","581","N/A","832","686","N/A","726"
"24.07.2023 03:00 - 24.07.2023 04:00","8","N/A","5","535","N/A","880","704","N/A","690"
"24.07.2023 04:00 - 24.07.2023 05:00","50","N/A","41","571","N/A","648","699","N/A","762"
"24.07.2023 05:00 - 24.07.2023 06:00","137","N/A","141","567","N/A","584","682","N/A","719"
"24.07.2023 06:00 - 24.07.2023 07:00","239","288","288","571","487","493","648","757","757"
"24.07.2023 07:00 - 24.07.2023 08:00","389","450","492","613","486","486","752","890","926"
"24.07.2023 08:00 - 24.07.2023 09:00","552","630","613","611","471","323","848","997","857"
"24.07.2023 09:00 - 24.07.2023 10:00","686","760","858","533","440","285","953","1013","865"
"24.07.2023 10:00 - 24.07.2023 11:00","754","837","823","476","409","405","954","1011","878"
"24.07.2023 11:00 - 24.07.2023 12:00","784","852","893","432","370","454","960","1014","940"
"24.07.2023 12:00 - 24.07.2023 13:00","768","844","858","428","420","455","945","1029","947"
"24.07.2023 13:00 - 24.07.2023 14:00","698","749","867","390","403","364","912","1036","907"
"24.07.2023 14:00 - 24.07.2023 15:00","600","619","666","435","441","525","886","977","892"
"24.07.2023 15:00 - 24.07.2023 16:00","444","490","413","526","544","510","852","903","820"
"24.07.2023 16:00 - 24.07.2023 17:00","281","330","318","579","591","594","772","803","695"
"24.07.2023 17:00 - 24.07.2023 18:00","161","184","168","613","643","533","698","709","764"
"24.07.2023 18:00 - 24.07.2023 19:00","58","67","62","634","660","580","670","670","676"
"24.07.2023 19:00 - 24.07.2023 20:00","8","10","9","624","635","650","685","698","597"
"24.07.2023 20:00 - 24.07.2023 21:00","0","0","0","623","655","803","766","778","645"
"24.07.2023 21:00 - 24.07.2023 22:00","0","0","0","628","645","736","883","871","783"
"24.07.2023 22:00 - 24.07.2023 23:00","0","N/A","0","666","N/A","712","1119","N/A","1038"
"24.07.2023 23:00 - 25.07.2023 00:00","0","N/A","0","780","N/A","744","1244","N/A","1111"
"25.07.2023 00:00 - 25.07.2023 01:00","0","N/A","0","834","N/A","783","1351","N/A","1236"
"25.07.2023 01:00 - 25.07.2023 02:00","0","N/A","0","824","N/A","881","1420","N/A","1270"
"25.07.2023 02:00 - 25.07.2023 03:00","0","N/A","0","832","N/A","901","1506","N/A","1345"
"25.07.2023 03:00 - 25.07.2023 04:00","13","N/A","8","832","N/A","991","1542","N/A","1343"
"25.07.2023 04:00 - 25.07.2023 05:00","89","N/A","103","835","N/A","1000","1436","N/A","1416"
"25.07.2023 05:00 - 25.07.2023 06:00","231","N/A","252","758","N/A","875","1362","N/A","1356"
"25.07.2023 06:00 - 25.07.2023 07:00","389","441","441","829","957","944","1391","1571","1571"
"25.07.2023 07:00 - 25.07.2023 08:00","541","617","782","857","929","916","1657","1780","2001"
"25.07.2023 08:00 - 25.07.2023 09:00","676","777","977","831","904","932","1855","1935","1995"
"25.07.2023 09:00 - 25.07.2023 10:00","763","905","1101","743","846","843","1856","1983","1922"
"25.07.2023 10:00 - 25.07.2023 11:00","794","1011","1034","676","771","706","2000","2117","2042"
"25.07.2023 11:00 - 25.07.2023 12:00","816","1032","1034","600","666","548","1973","2126","2093"
"25.07.2023 12:00 - 25.07.2023 13:00","792","1000","1072","617","700","536","1962","2100","2264"
"25.07.2023 13:00 - 25.07.2023 14:00","758","900","1021","594","682","661","1931","2105","2310"
"25.07.2023 14:00 - 25.07.2023 15:00","688","710","1007","657","693","743","1896","2082","2289"
"25.07.2023 15:00 - 25.07.2023 16:00","557","561","745","772","775","868","1864","2028","2199"
"25.07.2023 16:00 - 25.07.2023 17:00","391","398","558","755","829","806","1736","1891","2037"
"25.07.2023 17:00 - 25.07.2023 18:00","233","234","273","759","795","924","1537","1662","1912"
"25.07.2023 18:00 - 25.07.2023 19:00","88","87","97","729","725","868","1419","1477","1790"
"25.07.2023 19:00 - 25.07.2023 20:00","12","11","15","676","623","708","1303","1359","1299"
"25.07.2023 20:00 - 25.07.2023 21:00","0","0","0","668","656","795","1165","1261","1043"
"25.07.2023 21:00 - 25.07.2023 22:00","0","0","0","617","711","688","1089","1162","981"
"25.07.2023 22:00 - 25.07.2023 23:00","0","N/A","0","715","N/A","603","1333","N/A","1019"
"25.07.2023 23:00 - 26.07.2023 00:00","0","N/A","0","741","N/A","796","1277","N/A","979"
"26.07.2023 00:00 - 26.07.2023 01:00","0","N/A","0","718","N/A","827","1269","N/A","1018"
"26.07.2023 01:00 - 26.07.2023 02:00","0","N/A","0","698","N/A","740","1244","N/A","1008"
"26.07.2023 02:00 - 26.07.2023 03:00","0","N/A","0","713","N/A","821","1219","N/A","1097"
"26.07.2023 03:00 - 26.07.2023 04:00","11","N/A","7","707","N/A","851","1170","N/A","1132"
"26.07.2023 04:00 - 26.07.2023 05:00","73","N/A","83","706","N/A","856","1073","N/A","1222"
"26.07.2023 05:00 - 26.07.2023 06:00","182","N/A","217","667","N/A","788","1034","N/A","1104"
"26.07.2023 06:00 - 26.07.2023 07:00","311","469","469","774","833","829","1047","1195","1195"
"26.07.2023 07:00 - 26.07.2023 08:00","448","636","718","826","886","852","1224","1504","1714"
"26.07.2023 08:00 - 26.07.2023 09:00","554","764","865","808","901","712","1378","1749","1720"
"26.07.2023 09:00 - 26.07.2023 10:00","619","839","948","793","887","761","1438","1841","1961"
"26.07.2023 10:00 - 26.07.2023 11:00","635","867","785","767","874","908","1639","2042","2256"
"26.07.2023 11:00 - 26.07.2023 12:00","600","801","829","690","794","769","1724","2140","2302"
"26.07.2023 12:00 - 26.07.2023 13:00","534","714","787","726","805","835","1794","2187","2463"
"26.07.2023 13:00 - 26.07.2023 14:00","420","534","834","717","821","773","1864","2238","2519"
"26.07.2023 14:00 - 26.07.2023 15:00","366","315","732","801","882","973","1939","2284","2499"
"26.07.2023 15:00 - 26.07.2023 16:00","324","255","556","906","896","1063","2036","2313","2640"
"26.07.2023 16:00 - 26.07.2023 17:00","223","194","311","881","915","967","2060","2232","2502"
"26.07.2023 17:00 - 26.07.2023 18:00","125","110","188","895","923","896","1959","2016","2224"
"26.07.2023 18:00 - 26.07.2023 19:00","46","37","62","935","907","886","1978","1896","2130"
"26.07.2023 19:00 - 26.07.2023 20:00","6","5","6","918","823","562","2024","1878","1772"
"26.07.2023 20:00 - 26.07.2023 21:00","0","0","0","924","790","699","2026","1853","1621"
"26.07.2023 21:00 - 26.07.2023 22:00","0","0","0","899","786","635","1961","1743","1455"
"26.07.2023 22:00 - 26.07.2023 23:00","0","N/A","0","691","N/A","582","1905","N/A","1395"
"26.07.2023 23:00 - 27.07.2023 00:00","0","N/A","0","701","N/A","756","1792","N/A","1328"
"27.07.2023 00:00 - 27.07.2023 01:00","0","N/A","0","690","N/A","666","1703","N/A","1308"
"27.07.2023 01:00 - 27.07.2023 02:00","0","N/A","0","616","N/A","614","1573","N/A","1266"
"27.07.2023 02:00 - 27.07.2023 03:00","0","N/A","0","557","N/A","503","1421","N/A","1220"
"27.07.2023 03:00 - 27.07.2023 04:00","9","N/A","6","507","N/A","411","1198","N/A","1060"
"27.07.2023 04:00 - 27.07.2023 05:00","67","N/A","59","431","N/A","365","922","N/A","891"
"27.07.2023 05:00 - 27.07.2023 06:00","194","N/A","187","344","N/A","307","718","N/A","692"
"27.07.2023 06:00 - 27.07.2023 07:00","348","391","391","323","320","321","595","600","600"
"27.07.2023 07:00 - 27.07.2023 08:00","525","570","651","313","332","279","589","565","579"
"27.07.2023 08:00 - 27.07.2023 09:00","684","757","893","335","298","283","550","507","517"
"27.07.2023 09:00 - 27.07.2023 10:00","792","900","1092","299","279","191","457","440","453"
"27.07.2023 10:00 - 27.07.2023 11:00","837","967","1211","213","239","97","374","358","379"
"27.07.2023 11:00 - 27.07.2023 12:00","803","954","1244","155","191","76","317","296","390"
"27.07.2023 12:00 - 27.07.2023 13:00","752","910","1205","156","164","30","274","254","316"
"27.07.2023 13:00 - 27.07.2023 14:00","668","778","1130","191","134","4","223","221","248"
"27.07.2023 14:00 - 27.07.2023 15:00","575","619","1014","207","97","16","176","183","180"
"27.07.2023 15:00 - 27.07.2023 16:00","447","483","816","157","71","4","135","148","142"
"27.07.2023 16:00 - 27.07.2023 17:00","305","326","587","93","59","18","104","116","88"
"27.07.2023 17:00 - 27.07.2023 18:00","171","183","296","69","59","17","77","88","54"
"27.07.2023 18:00 - 27.07.2023 19:00","61","65","97","30","46","1","63","65","29"
"27.07.2023 19:00 - 27.07.2023 20:00","6","7","11","17","34","1","61","63","25"
"27.07.2023 20:00 - 27.07.2023 21:00","0","0","0","21","34","9","70","77","40"
"27.07.2023 21:00 - 27.07.2023 22:00","0","0","0","24","31","2","72","82","60"
"27.07.2023 22:00 - 27.07.2023 23:00","0","N/A","0","56","N/A","10","91","N/A","63"
"27.07.2023 23:00 - 28.07.2023 00:00","0","N/A","0","123","N/A","75","98","N/A","61"
"28.07.2023 00:00 - 28.07.2023 01:00","0","N/A","0","150","N/A","73","95","N/A","50"
"28.07.2023 01:00 - 28.07.2023 02:00","0","N/A","0","120","N/A","71","81","N/A","47"
"28.07.2023 02:00 - 28.07.2023 03:00","0","N/A","0","156","N/A","89","71","N/A","48"
"28.07.2023 03:00 - 28.07.2023 04:00","11","N/A","8","125","N/A","48","62","N/A","48"
"28.07.2023 04:00 - 28.07.2023 05:00","85","N/A","79","102","N/A","50","51","N/A","45"
"28.07.2023 05:00 - 28.07.2023 06:00","236","N/A","209","90","N/A","65","40","N/A","45"
"28.07.2023 06:00 - 28.07.2023 07:00","434","410","410","85","24","19","32","49","49"
"28.07.2023 07:00 - 28.07.2023 08:00","647","613","743","58","21","5","30","48","52"
"28.07.2023 08:00 - 28.07.2023 09:00","811","788","1019","31","3","1","33","50","54"
"28.07.2023 09:00 - 28.07.2023 10:00","911","900","1400","21","0","1","46","70","45"
"28.07.2023 10:00 - 28.07.2023 11:00","949","938","1377","25","1","2","70","103","71"
"28.07.2023 11:00 - 28.07.2023 12:00","937","901","1348","21","1","0","111","151","120"
"28.07.2023 12:00 - 28.07.2023 13:00","862","845","1329","14","1","1","146","188","149"
"28.07.2023 13:00 - 28.07.2023 14:00","783","787","1244","8","2","1","169","208","161"
"28.07.2023 14:00 - 28.07.2023 15:00","674","710","1071","11","4","1","182","200","122"
"28.07.2023 15:00 - 28.07.2023 16:00","528","549","923","18","4","0","174","163","88"
"28.07.2023 16:00 - 28.07.2023 17:00","352","372","649","20","11","7","151","123","50"
"28.07.2023 17:00 - 28.07.2023 18:00","204","209","300","27","44","14","124","94","30"
"28.07.2023 18:00 - 28.07.2023 19:00","78","73","86","64","67","18","98","68","23"
"28.07.2023 19:00 - 28.07.2023 20:00","8","7","7","87","73","38","85","57","24"
"28.07.2023 20:00 - 28.07.2023 21:00","0","0","0","82","85","24","81","60","35"
"28.07.2023 21:00 - 28.07.2023 22:00","0","0","0","96","91","67","82","67","55"
"28.07.2023 22:00 - 28.07.2023 23:00","0","N/A","0","116","N/A","90","82","N/A","76"
"28.07.2023 23:00 - 29.07.2023 00:00","0","N/A","0","181","N/A","129","108","N/A","94"
"29.07.2023 00:00 - 29.07.2023 01:00","0","N/A","0","205","N/A","137","122","N/A","75"
"29.07.2023 01:00 - 29.07.2023 02:00","0","N/A","0","188","N/A","168","131","N/A","67"
"29.07.2023 02:00 - 29.07.2023 03:00","0","N/A","0","161","N/A","169","131","N/A","69"
"29.07.2023 03:00 - 29.07.2023 04:00","7","N/A","4","170","N/A","207","127","N/A","74"
"29.07.2023 04:00 - 29.07.2023 05:00","52","N/A","54","208","N/A","153","131","N/A","106"
"29.07.2023 05:00 - 29.07.2023 06:00","140","N/A","152","244","N/A","98","140","N/A","87"
"29.07.2023 06:00 - 29.07.2023 07:00","224","312","312","319","174","170","137","76","76"
"29.07.2023 07:00 - 29.07.2023 08:00","297","416","454","354","182","98","157","113","111"
"29.07.2023 08:00 - 29.07.2023 09:00","333","496","538","418","200","89","185","144","120"
"29.07.2023 09:00 - 29.07.2023 10:00","376","590","556","430","269","90","226","183","160"
"29.07.2023 10:00 - 29.07.2023 11:00","388","603","586","459","302","99","276","227","174"
"29.07.2023 11:00 - 29.07.2023 12:00","358","601","634","401","312","112","335","272","234"
"29.07.2023 12:00 - 29.07.2023 13:00","366","652","745","456","395","237","359","313","337"
"29.07.2023 13:00 - 29.07.2023 14:00","385","581","767","490","328","198","368","349","414"
"29.07.2023 14:00 - 29.07.2023 15:00","364","433","724","521","286","217","362","358","509"
"29.07.2023 15:00 - 29.07.2023 16:00","301","379","551","541","485","264","349","376","565"
"29.07.2023 16:00 - 29.07.2023 17:00","220","265","357","484","564","356","343","422","404"
"29.07.2023 17:00 - 29.07.2023 18:00","131","142","175","511","535","475","336","453","401"
"29.07.2023 18:00 - 29.07.2023 19:00","51","52","70","501","507","329","350","479","482"
"29.07.2023 19:00 - 29.07.2023 20:00","5","5","7","515","491","321","382","538","439"
"29.07.2023 20:00 - 29.07.2023 21:00","0","0","0","524","491","430","417","590","418"
"29.07.2023 21:00 - 29.07.2023 22:00","0","0","0","490","541","573","464","599","536"
"29.07.2023 22:00 - 29.07.2023 23:00","0","N/A","0","448","N/A","381","599","N/A","618"
"29.07.2023 23:00 - 30.07.2023 00:00","0","N/A","0","511","N/A","433","579","N/A","521"
"30.07.2023 00:00 - 30.07.2023 01:00","0","N/A","0","499","N/A","341","578","N/A","598"
"30.07.2023 01:00 - 30.07.2023 02:00","0","N/A","0","478","N/A","402","555","N/A","523"
"30.07.2023 02:00 - 30.07.2023 03:00","0","N/A","0","482","N/A","407","526","N/A","524"
"30.07.2023 03:00 - 30.07.2023 04:00","8","N/A","6","460","N/A","383","481","N/A","451"
"30.07.2023 04:00 - 30.07.2023 05:00","73","N/A","76","439","N/A","249","405","N/A","432"
"30.07.2023 05:00 - 30.07.2023 06:00","223","N/A","238","379","N/A","196","358","N/A","322"
"30.07.2023 06:00 - 30.07.2023 07:00","414","519","519","415","204","199","347","273","273"
"30.07.2023 07:00 - 30.07.2023 08:00","579","740","804","378","290","282","398","374","424"
"30.07.2023 08:00 - 30.07.2023 09:00","649","870","1021","252","344","306","477","467","457"
"30.07.2023 09:00 - 30.07.2023 10:00","703","922","1131","171","329","360","554","571","486"
"30.07.2023 10:00 - 30.07.2023 11:00","693","897","847","268","388","555","652","690","809"
"30.07.2023 11:00 - 30.07.2023 12:00","657","857","478","359","491","181","790","812","906"
"30.07.2023 12:00 - 30.07.2023 13:00","594","802","482","507","583","209","841","915","762"
"30.07.2023 13:00 - 30.07.2023 14:00","523","655","337","595","587","161","807","944","843"
"30.07.2023 14:00 - 30.07.2023 15:00","418","488","428","646","600","213","829","911","566"
"30.07.2023 15:00 - 30.07.2023 16:00","363","394","350","723","716","584","856","874","528"
"30.07.2023 16:00 - 30.07.2023 17:00","264","272","322","635","796","514","834","851","438"
"30.07.2023 17:00 - 30.07.2023 18:00","154","162","207","623","772","648","741","795","514"
"30.07.2023 18:00 - 30.07.2023 19:00","57","58","82","713","742","511","706","754","562"
"30.07.2023 19:00 - 30.07.2023 20:00","6","6","14","734","712","717","669","733","459"
"30.07.2023 20:00 - 30.07.2023 21:00","0","0","0","708","712","636","629","716","670"
"30.07.2023 21:00 - 30.07.2023 22:00","0","0","0","678","723","697","616","662","631"
"30.07.2023 22:00 - 30.07.2023 23:00","0","N/A","0","699","N/A","874","479","N/A","644"
"30.07.2023 23:00 - 31.07.2023 00:00","0","N/A","0","761","N/A","870","474","N/A","673"
"31.07.2023 00:00 - 31.07.2023 01:00","0","N/A","0","730","N/A","816","497","N/A","660"
"31.07.2023 01:00 - 31.07.2023 02:00","0","N/A","0","688","N/A","822","529","N/A","648"
"31.07.2023 02:00 - 31.07.2023 03:00","0","N/A","0","682","N/A","791","599","N/A","669"
"31.07.2023 03:00 - 31.07.2023 04:00","6","N/A","4","663","N/A","788","638","N/A","610"
"31.07.2023 04:00 - 31.07.2023 05:00","51","N/A","41","637","N/A","821","606","N/A","634"
"31.07.2023 05:00 - 31.07.2023 06:00","149","N/A","162","573","N/A","795","537","N/A","501"
"31.07.2023 06:00 - 31.07.2023 07:00","264","378","378","629","714","721","485","454","458"
"31.07.2023 07:00 - 31.07.2023 08:00","392","542","631","585","655","549","505","493","531"
"31.07.2023 08:00 - 31.07.2023 09:00","533","715","859","441","511","433","482","481","545"
"31.07.2023 09:00 - 31.07.2023 10:00","637","894","1063","278","356","242","453","462","522"
"31.07.2023 10:00 - 31.07.2023 11:00","751","1000","1022","228","297","205","426","394","474"
"31.07.2023 11:00 - 31.07.2023 12:00","789","1035","1040","206","199","93","404","336","445"
"31.07.2023 12:00 - 31.07.2023 13:00","769","1005","1054","177","147","96","382","281","343"
"31.07.2023 13:00 - 31.07.2023 14:00","692","865","841","146","114","35","351","238","313"
"31.07.2023 14:00 - 31.07.2023 15:00","573","648","784","91","84","77","293","200","249"
"31.07.2023 15:00 - 31.07.2023 16:00","464","483","664","100","55","1","231","161","191"
"31.07.2023 16:00 - 31.07.2023 17:00","340","315","481","87","26","17","178","115","117"
"31.07.2023 17:00 - 31.07.2023 18:00","190","174","248","84","17","5","122","86","58"
"31.07.2023 18:00 - 31.07.2023 19:00","63","57","69","50","19","1","80","76","26"
"31.07.2023 19:00 - 31.07.2023 20:00","6","5","6","35","34","26","63","86","31"
"31.07.2023 20:00 - 31.07.2023 21:00","0","0","0","60","67","66","63","126","29"
"31.07.2023 21:00 - 31.07.2023 22:00","0","0","0","139","95","122","68","180","67"
