"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"29.05.2024 10:00 - 29.05.2024 11:00","583","451","417","738","798","903","1327","1572","1724"
"29.05.2024 11:00 - 29.05.2024 12:00","524","392","375","726","787","848","1278","1514","1669"
"29.05.2024 12:00 - 29.05.2024 13:00","441","355","372","721","759","874","1242","1456","1677"
"29.05.2024 13:00 - 29.05.2024 14:00","421","346","357","710","704","674","1151","1363","1452"
"29.05.2024 14:00 - 29.05.2024 15:00","396","323","301","684","678","555","1018","1242","1290"
"29.05.2024 15:00 - 29.05.2024 16:00","343","282","308","655","666","685","902","1112","1121"
"29.05.2024 16:00 - 29.05.2024 17:00","254","208","325","624","641","644","751","925","1035"
"29.05.2024 17:00 - 29.05.2024 18:00","150","136","237","577","628","597","588","739","997"
"29.05.2024 18:00 - 29.05.2024 19:00","65","62","127","533","635","550","510","644","853"
"29.05.2024 19:00 - 29.05.2024 20:00","9","10","29","506","652","610","465","592","723"
"29.05.2024 20:00 - 29.05.2024 21:00","0","0","0","497","659","538","453","559","636"
"29.05.2024 21:00 - 29.05.2024 22:00","0","0","0","476","654","455","429","523","648"
"29.05.2024 22:00 - 29.05.2024 23:00","0","0","0","677","476","476","522","661","661"
"29.05.2024 23:00 - 30.05.2024 00:00","0","0","0","652","346","346","511","660","660"
"30.05.2024 00:00 - 30.05.2024 01:00","0","0","0","627","437","437","507","574","574"
"30.05.2024 01:00 - 30.05.2024 02:00","0","0","0","602","512","512","510","552","552"
"30.05.2024 02:00 - 30.05.2024 03:00","2","2","2","576","510","510","522","551","551"
"30.05.2024 03:00 - 30.05.2024 04:00","87","93","93","537","381","381","531","438","438"
"30.05.2024 04:00 - 30.05.2024 05:00","242","221","221","522","511","511","519","387","387"
"30.05.2024 05:00 - 30.05.2024 06:00","474","476","476","532","523","523","489","277","277"
"30.05.2024 06:00 - 30.05.2024 07:00","739","817","817","534","495","493","455","261","261"
"30.05.2024 07:00 - 30.05.2024 08:00","1011","1147","1024","517","485","370","492","278","327"
"30.05.2024 08:00 - 30.05.2024 09:00","1211","1411","1278","486","469","335","499","275","376"
"30.05.2024 09:00 - 30.05.2024 10:00","1326","1573","1308","456","458","324","474","263","353"
"30.05.2024 10:00 - 30.05.2024 11:00","1364","1558","1452","424","431","349","426","239","272"
"30.05.2024 11:00 - 30.05.2024 12:00","1330","1485","1283","375","364","324","391","235","221"
"30.05.2024 12:00 - 30.05.2024 13:00","1218","1386","1174","328","294","142","338","203","186"
"30.05.2024 13:00 - 30.05.2024 14:00","1179","1354","1244","274","231","95","253","146","142"
"30.05.2024 14:00 - 30.05.2024 15:00","1158","1249","1137","205","150","22","168","102","119"
"30.05.2024 15:00 - 30.05.2024 16:00","952","1031","935","137","93","4","111","71","134"
"30.05.2024 16:00 - 30.05.2024 17:00","686","695","634","92","53","5","80","65","141"
"30.05.2024 17:00 - 30.05.2024 18:00","381","376","282","64","35","26","59","91","163"
"30.05.2024 18:00 - 30.05.2024 19:00","153","150","111","54","51","25","52","109","133"
"30.05.2024 19:00 - 30.05.2024 20:00","24","23","29","47","110","26","64","132","121"
"30.05.2024 20:00 - 30.05.2024 21:00","1","1","1","60","213","41","86","173","145"
"30.05.2024 21:00 - 30.05.2024 22:00","0","0","0","73","274","63","96","199","193"
"30.05.2024 22:00 - 30.05.2024 23:00","0","0","0","245","94","94","220","276","276"
"30.05.2024 23:00 - 31.05.2024 00:00","0","0","0","303","125","125","207","219","219"
"31.05.2024 00:00 - 31.05.2024 01:00","0","0","0","331","137","137","242","219","219"
"31.05.2024 01:00 - 31.05.2024 02:00","0","0","0","352","150","150","329","280","280"
"31.05.2024 02:00 - 31.05.2024 03:00","1","1","1","397","184","184","435","378","378"
"31.05.2024 03:00 - 31.05.2024 04:00","37","33","33","445","231","231","545","410","410"
"31.05.2024 04:00 - 31.05.2024 05:00","97","86","86","502","311","311","619","441","441"
"31.05.2024 05:00 - 31.05.2024 06:00","196","192","192","576","314","314","635","401","401"
"31.05.2024 06:00 - 31.05.2024 07:00","333","294","294","652","327","311","633","469","469"
"31.05.2024 07:00 - 31.05.2024 08:00","503","500","398","705","427","441","733","568","581"
"31.05.2024 08:00 - 31.05.2024 09:00","644","637","469","725","496","530","815","634","591"
"31.05.2024 09:00 - 31.05.2024 10:00","760","696","609","738","567","621","789","628","603"
"31.05.2024 10:00 - 31.05.2024 11:00","892","774","796","722","587","675","748","584","615"
"31.05.2024 11:00 - 31.05.2024 12:00","905","840","721","642","534","557","681","536","597"
"31.05.2024 12:00 - 31.05.2024 13:00","859","875","845","559","475","510","640","519","514"
"31.05.2024 13:00 - 31.05.2024 14:00","811","927","883","500","428","456","580","473","584"
"31.05.2024 14:00 - 31.05.2024 15:00","798","872","924","483","415","460","527","421","560"
"31.05.2024 15:00 - 31.05.2024 16:00","729","718","807","490","420","467","491","377","364"
"31.05.2024 16:00 - 31.05.2024 17:00","529","540","534","493","413","408","415","328","209"
"31.05.2024 17:00 - 31.05.2024 18:00","299","303","249","516","428","553","336","288","150"
"31.05.2024 18:00 - 31.05.2024 19:00","109","121","116","532","441","523","299","259","280"
"31.05.2024 19:00 - 31.05.2024 20:00","16","19","25","533","451","589","282","242","289"
"31.05.2024 20:00 - 31.05.2024 21:00","1","1","0","519","448","412","259","225","320"
"31.05.2024 21:00 - 31.05.2024 22:00","0","0","0","468","402","393","227","209","311"
"31.05.2024 22:00 - 31.05.2024 23:00","0","0","0","468","337","337","N/A","287","287"
"31.05.2024 23:00 - 01.06.2024 00:00","0","0","0","451","312","312","N/A","260","260"
"01.06.2024 00:00 - 01.06.2024 01:00","0","0","0","421","212","212","N/A","271","271"
"01.06.2024 01:00 - 01.06.2024 02:00","0","0","0","371","132","132","N/A","289","289"
"01.06.2024 02:00 - 01.06.2024 03:00","2","2","2","340","129","129","N/A","242","242"
"01.06.2024 03:00 - 01.06.2024 04:00","99","93","93","332","122","122","N/A","228","228"
"01.06.2024 04:00 - 01.06.2024 05:00","282","232","232","284","212","212","N/A","191","191"
"01.06.2024 05:00 - 01.06.2024 06:00","574","475","475","265","275","275","N/A","199","199"
"01.06.2024 06:00 - 01.06.2024 07:00","973","889","889","242","323","318","N/A","148","144"
"01.06.2024 07:00 - 01.06.2024 08:00","1337","1260","1226","229","276","301","N/A","160","151"
"01.06.2024 08:00 - 01.06.2024 09:00","1633","1556","1516","252","270","152","N/A","191","216"
"01.06.2024 09:00 - 01.06.2024 10:00","1784","1687","1636","324","309","210","N/A","241","209"
"01.06.2024 10:00 - 01.06.2024 11:00","1800","1672","1692","407","374","242","N/A","288","239"
"01.06.2024 11:00 - 01.06.2024 12:00","1656","1568","1717","484","452","237","N/A","338","238"
"01.06.2024 12:00 - 01.06.2024 13:00","1415","1428","1581","536","521","357","N/A","390","227"
"01.06.2024 13:00 - 01.06.2024 14:00","1337","1443","1436","585","579","379","N/A","472","281"
"01.06.2024 14:00 - 01.06.2024 15:00","1237","1327","1323","641","630","567","N/A","559","487"
"01.06.2024 15:00 - 01.06.2024 16:00","965","1064","956","703","676","680","N/A","586","539"
"01.06.2024 16:00 - 01.06.2024 17:00","640","752","690","718","713","615","N/A","525","628"
"01.06.2024 17:00 - 01.06.2024 18:00","358","407","367","714","744","542","N/A","496","688"
"01.06.2024 18:00 - 01.06.2024 19:00","153","166","148","728","774","760","N/A","498","497"
"01.06.2024 19:00 - 01.06.2024 20:00","27","27","27","738","793","735","N/A","529","392"
"01.06.2024 20:00 - 01.06.2024 21:00","1","1","2","743","801","758","N/A","565","348"
"01.06.2024 21:00 - 01.06.2024 22:00","0","0","0","734","802","740","N/A","571","373"
"01.06.2024 22:00 - 01.06.2024 23:00","0","0","0","740","685","682","544","394","394"
"01.06.2024 23:00 - 02.06.2024 00:00","0","0","0","768","773","773","526","344","344"
"02.06.2024 00:00 - 02.06.2024 01:00","0","0","0","772","775","764","522","372","372"
"02.06.2024 01:00 - 02.06.2024 02:00","0","0","0","772","740","740","541","378","378"
"02.06.2024 02:00 - 02.06.2024 03:00","3","3","3","765","683","683","572","399","399"
"02.06.2024 03:00 - 02.06.2024 04:00","109","107","107","743","686","686","561","381","381"
"02.06.2024 04:00 - 02.06.2024 05:00","293","226","226","738","749","726","477","341","341"
"02.06.2024 05:00 - 02.06.2024 06:00","571","427","427","752","728","728","414","374","374"
"02.06.2024 06:00 - 02.06.2024 07:00","910","745","745","757","741","751","449","433","433"
"02.06.2024 07:00 - 02.06.2024 08:00","1220","1167","945","749","731","669","501","454","330"
"02.06.2024 08:00 - 02.06.2024 09:00","1551","1572","1400","755","720","670","561","477","421"
"02.06.2024 09:00 - 02.06.2024 10:00","1634","1660","1376","753","717","647","636","508","487"
"02.06.2024 10:00 - 02.06.2024 11:00","1626","1655","1674","741","699","686","644","502","464"
"02.06.2024 11:00 - 02.06.2024 12:00","988","1031","1068","724","691","649","591","454","358"
"02.06.2024 12:00 - 02.06.2024 13:00","893","912","923","706","698","636","582","460","442"
"02.06.2024 13:00 - 02.06.2024 14:00","829","832","878","703","699","242","605","520","509"
"02.06.2024 14:00 - 02.06.2024 15:00","727","743","870","702","686","157","583","539","1010"
"02.06.2024 15:00 - 02.06.2024 16:00","809","824","952","696","683","225","712","656","686"
"02.06.2024 16:00 - 02.06.2024 17:00","797","809","847","696","685","537","802","728","701"
"02.06.2024 17:00 - 02.06.2024 18:00","430","437","359","696","684","511","888","809","1407"
"02.06.2024 18:00 - 02.06.2024 19:00","178","180","147","709","693","574","1005","912","1485"
"02.06.2024 19:00 - 02.06.2024 20:00","31","31","22","752","712","864","1077","996","1569"
"02.06.2024 20:00 - 02.06.2024 21:00","1","1","0","807","769","845","1102","1057","1598"
"02.06.2024 21:00 - 02.06.2024 22:00","0","0","0","816","811","888","1099","1118","1481"
"02.06.2024 22:00 - 02.06.2024 23:00","0","0","0","766","810","810","1175","1504","1504"
"02.06.2024 23:00 - 03.06.2024 00:00","0","0","0","798","766","766","1248","1655","1655"
"03.06.2024 00:00 - 03.06.2024 01:00","0","0","0","810","816","816","1299","1592","1592"
"03.06.2024 01:00 - 03.06.2024 02:00","0","0","0","813","732","732","1355","1587","1587"
"03.06.2024 02:00 - 03.06.2024 03:00","3","2","2","813","721","721","1409","1750","1750"
"03.06.2024 03:00 - 03.06.2024 04:00","85","83","83","790","683","683","1421","1863","1863"
"03.06.2024 04:00 - 03.06.2024 05:00","205","180","180","760","616","616","1308","1842","1842"
"03.06.2024 05:00 - 03.06.2024 06:00","375","320","320","732","644","644","1189","1701","1701"
"03.06.2024 06:00 - 03.06.2024 07:00","587","440","440","695","647","648","1230","1893","1893"
"03.06.2024 07:00 - 03.06.2024 08:00","779","621","565","686","643","552","1305","1882","1888"
"03.06.2024 08:00 - 03.06.2024 09:00","930","734","633","685","646","691","1342","1753","1800"
"03.06.2024 09:00 - 03.06.2024 10:00","986","753","655","668","649","613","1428","1665","1738"
"03.06.2024 10:00 - 03.06.2024 11:00","1039","738","586","674","643","566","1498","1613","1725"
"03.06.2024 11:00 - 03.06.2024 12:00","1096","778","695","674","627","606","1508","1588","1777"
"03.06.2024 12:00 - 03.06.2024 13:00","1122","868","794","627","594","524","1496","1575","1850"
"03.06.2024 13:00 - 03.06.2024 14:00","1161","958","913","584","589","573","1503","1628","1893"
"03.06.2024 14:00 - 03.06.2024 15:00","1174","1020","1007","590","609","567","1447","1691","1949"
"03.06.2024 15:00 - 03.06.2024 16:00","1032","938","916","619","628","527","1378","1686","1930"
"03.06.2024 16:00 - 03.06.2024 17:00","760","748","636","663","644","565","1226","1507","1833"
"03.06.2024 17:00 - 03.06.2024 18:00","421","427","368","674","645","531","1188","1420","1643"
"03.06.2024 18:00 - 03.06.2024 19:00","178","182","145","667","622","474","1209","1341","1582"
"03.06.2024 19:00 - 03.06.2024 20:00","33","33","24","672","594","457","1148","1219","1301"
"03.06.2024 20:00 - 03.06.2024 21:00","1","1","1","639","570","460","1051","1088","1040"
"03.06.2024 21:00 - 03.06.2024 22:00","0","0","0","586","544","405","955","969","838"
"03.06.2024 22:00 - 03.06.2024 23:00","0","0","0","441","350","348","696","716","716"
"03.06.2024 23:00 - 04.06.2024 00:00","0","0","0","395","329","331","563","542","542"
"04.06.2024 00:00 - 04.06.2024 01:00","0","0","0","362","322","322","484","483","483"
"04.06.2024 01:00 - 04.06.2024 02:00","0","0","0","355","327","327","413","391","391"
"04.06.2024 02:00 - 04.06.2024 03:00","3","3","3","371","340","340","348","321","318"
"04.06.2024 03:00 - 04.06.2024 04:00","91","102","102","384","303","303","292","232","232"
"04.06.2024 04:00 - 04.06.2024 05:00","232","203","203","374","283","283","262","216","216"
"04.06.2024 05:00 - 04.06.2024 06:00","441","407","407","370","231","231","271","229","229"
"04.06.2024 06:00 - 04.06.2024 07:00","711","671","671","363","204","207","311","259","259"
"04.06.2024 07:00 - 04.06.2024 08:00","926","902","888","361","212","217","413","388","492"
"04.06.2024 08:00 - 04.06.2024 09:00","1057","1045","1014","372","278","223","545","547","706"
"04.06.2024 09:00 - 04.06.2024 10:00","1076","1064","1023","424","402","388","661","680","854"
"04.06.2024 10:00 - 04.06.2024 11:00","992","1072","1065","538","559","452","797","851","993"
"04.06.2024 11:00 - 04.06.2024 12:00","830","1052","1033","640","658","452","892","967","1173"
"04.06.2024 12:00 - 04.06.2024 13:00","713","961","1060","695","721","594","964","1086","1409"
"04.06.2024 13:00 - 04.06.2024 14:00","598","805","931","744","775","589","982","1193","1433"
"04.06.2024 14:00 - 04.06.2024 15:00","541","677","532","780","833","685","1028","1228","1512"
"04.06.2024 15:00 - 04.06.2024 16:00","477","551","367","800","867","716","1065","1243","1433"
"04.06.2024 16:00 - 04.06.2024 17:00","371","385","293","827","858","848","1037","1258","1461"
"04.06.2024 17:00 - 04.06.2024 18:00","220","201","177","814","853","828","944","1180","1502"
"04.06.2024 18:00 - 04.06.2024 19:00","97","81","72","793","886","753","932","1154","1593"
"04.06.2024 19:00 - 04.06.2024 20:00","16","12","7","795","909","876","991","1256","1577"
"04.06.2024 20:00 - 04.06.2024 21:00","1","0","0","808","917","887","1033","1472","1679"
"04.06.2024 21:00 - 04.06.2024 22:00","0","0","0","886","913","930","1117","1601","1863"
"04.06.2024 22:00 - 04.06.2024 23:00","0","0","0","935","840","840","1891","2153","2153"
"04.06.2024 23:00 - 05.06.2024 00:00","0","0","0","941","734","734","1873","2018","2018"
"05.06.2024 00:00 - 05.06.2024 01:00","0","0","0","940","818","818","1840","2035","2035"
"05.06.2024 01:00 - 05.06.2024 02:00","0","0","0","955","1000","1000","1708","1777","1777"
"05.06.2024 02:00 - 05.06.2024 03:00","1","1","1","957","654","654","1541","2276","2276"
"05.06.2024 03:00 - 05.06.2024 04:00","22","19","19","976","985","985","1420","1753","1753"
"05.06.2024 04:00 - 05.06.2024 05:00","132","99","99","968","1063","1063","1291","1521","1521"
"05.06.2024 05:00 - 05.06.2024 06:00","430","337","337","898","983","983","1263","1620","1620"
"05.06.2024 06:00 - 05.06.2024 07:00","885","870","870","830","764","763","1302","2564","2564"
"05.06.2024 07:00 - 05.06.2024 08:00","1267","1240","1154","783","735","738","1429","2871","2720"
"05.06.2024 08:00 - 05.06.2024 09:00","1530","1484","1317","715","710","835","1393","2586","2540"
"05.06.2024 09:00 - 05.06.2024 10:00","1686","1624","1491","646","677","687","1262","2102","2344"
"05.06.2024 10:00 - 05.06.2024 11:00","1694","1615","1427","581","629","619","1245","1814","2223"
"05.06.2024 11:00 - 05.06.2024 12:00","1595","1502","1290","548","615","623","1213","1590","2099"
"05.06.2024 12:00 - 05.06.2024 13:00","1441","1335","1188","582","648","535","1231","1490","1947"
"05.06.2024 13:00 - 05.06.2024 14:00","1309","1230","1174","652","680","617","1214","1508","1889"
"05.06.2024 14:00 - 05.06.2024 15:00","1197","1096","992","678","689","370","1267","1514","1842"
"05.06.2024 15:00 - 05.06.2024 16:00","991","915","838","683","712","563","1239","1473","1662"
"05.06.2024 16:00 - 05.06.2024 17:00","716","654","622","672","730","598","1104","1358","1680"
"05.06.2024 17:00 - 05.06.2024 18:00","384","357","307","673","737","604","895","1140","1358"
"05.06.2024 18:00 - 05.06.2024 19:00","164","154","126","666","743","468","729","963","1055"
"05.06.2024 19:00 - 05.06.2024 20:00","29","28","29","664","750","784","682","876","770"
"05.06.2024 20:00 - 05.06.2024 21:00","1","1","1","681","770","560","658","867","797"
"05.06.2024 21:00 - 05.06.2024 22:00","0","0","0","690","794","806","686","861","845"
"05.06.2024 22:00 - 05.06.2024 23:00","0","0","0","753","911","911","957","836","836"
"05.06.2024 23:00 - 06.06.2024 00:00","0","0","0","761","816","816","928","772","772"
"06.06.2024 00:00 - 06.06.2024 01:00","0","0","0","805","832","832","874","892","892"
"06.06.2024 01:00 - 06.06.2024 02:00","0","0","0","761","576","576","833","810","810"
"06.06.2024 02:00 - 06.06.2024 03:00","3","3","3","761","594","594","805","779","779"
"06.06.2024 03:00 - 06.06.2024 04:00","104","97","97","775","786","798","777","831","831"
"06.06.2024 04:00 - 06.06.2024 05:00","270","230","230","603","614","619","739","752","752"
"06.06.2024 05:00 - 06.06.2024 06:00","483","447","447","472","697","697","734","612","612"
"06.06.2024 06:00 - 06.06.2024 07:00","760","730","730","465","536","528","787","695","695"
"06.06.2024 07:00 - 06.06.2024 08:00","966","905","954","469","519","483","902","879","936"
"06.06.2024 08:00 - 06.06.2024 09:00","1166","1028","1109","435","487","475","974","987","1171"
"06.06.2024 09:00 - 06.06.2024 10:00","1222","1062","1062","413","459","314","972","966","1100"
"06.06.2024 10:00 - 06.06.2024 11:00","1260","1155","1135","392","435","288","947","978","853"
"06.06.2024 11:00 - 06.06.2024 12:00","1169","1072","1489","358","416","150","934","922","1022"
"06.06.2024 12:00 - 06.06.2024 13:00","1091","1016","1253","359","391","166","923","863","1019"
"06.06.2024 13:00 - 06.06.2024 14:00","1025","1009","1473","351","369","181","883","872","1143"
"06.06.2024 14:00 - 06.06.2024 15:00","949","950","1119","325","350","246","861","857","1244"
"06.06.2024 15:00 - 06.06.2024 16:00","824","825","913","320","310","199","830","822","1013"
"06.06.2024 16:00 - 06.06.2024 17:00","594","612","719","332","296","286","769","737","976"
"06.06.2024 17:00 - 06.06.2024 18:00","366","363","441","415","387","201","615","589","694"
"06.06.2024 18:00 - 06.06.2024 19:00","178","172","186","495","451","183","448","416","599"
"06.06.2024 19:00 - 06.06.2024 20:00","36","35","24","470","413","263","365","312","351"
"06.06.2024 20:00 - 06.06.2024 21:00","1","1","0","438","375","335","338","285","280"
"06.06.2024 21:00 - 06.06.2024 22:00","0","0","0","411","369","318","328","276","332"
"06.06.2024 22:00 - 06.06.2024 23:00","0","0","0","421","288","281","384","397","397"
"06.06.2024 23:00 - 07.06.2024 00:00","0","0","0","402","260","260","371","432","432"
"07.06.2024 00:00 - 07.06.2024 01:00","0","0","0","383","231","231","338","414","414"
"07.06.2024 01:00 - 07.06.2024 02:00","0","0","0","389","222","222","318","356","356"
"07.06.2024 02:00 - 07.06.2024 03:00","4","4","4","396","248","248","317","390","390"
"07.06.2024 03:00 - 07.06.2024 04:00","101","101","101","409","311","311","323","481","481"
"07.06.2024 04:00 - 07.06.2024 05:00","249","248","248","457","299","299","331","441","441"
"07.06.2024 05:00 - 07.06.2024 06:00","472","471","471","470","331","331","342","346","346"
"07.06.2024 06:00 - 07.06.2024 07:00","796","736","736","517","350","351","396","388","388"
"07.06.2024 07:00 - 07.06.2024 08:00","1080","1044","1096","616","428","580","560","554","627"
"07.06.2024 08:00 - 07.06.2024 09:00","1257","1280","1268","636","484","396","692","706","1137"
"07.06.2024 09:00 - 07.06.2024 10:00","1316","1229","1268","632","555","413","784","807","878"
"07.06.2024 10:00 - 07.06.2024 11:00","1221","1136","1136","631","602","680","919","924","1124"
"07.06.2024 11:00 - 07.06.2024 12:00","1216","1022","1202","659","629","539","956","994","1582"
"07.06.2024 12:00 - 07.06.2024 13:00","1123","973","1319","681","671","584","1019","1035","1609"
"07.06.2024 13:00 - 07.06.2024 14:00","1058","860","1052","653","682","614","1055","1111","1410"
"07.06.2024 14:00 - 07.06.2024 15:00","893","707","909","636","697","568","1070","1107","1231"
"07.06.2024 15:00 - 07.06.2024 16:00","677","589","645","633","703","652","1025","1031","1178"
"07.06.2024 16:00 - 07.06.2024 17:00","475","438","493","621","651","709","950","945","1167"
"07.06.2024 17:00 - 07.06.2024 18:00","306","286","256","632","604","606","787","829","937"
"07.06.2024 18:00 - 07.06.2024 19:00","158","150","119","624","613","782","625","660","901"
"07.06.2024 19:00 - 07.06.2024 20:00","34","31","46","613","634","581","536","567","682"
"07.06.2024 20:00 - 07.06.2024 21:00","1","1","0","623","641","539","513","537","652"
"07.06.2024 21:00 - 07.06.2024 22:00","0","0","0","634","653","713","517","543","679"
"07.06.2024 22:00 - 07.06.2024 23:00","0","0","0","762","676","676","820","762","762"
"07.06.2024 23:00 - 08.06.2024 00:00","0","0","0","796","660","660","937","907","907"
"08.06.2024 00:00 - 08.06.2024 01:00","0","0","0","804","761","761","1057","1029","1029"
"08.06.2024 01:00 - 08.06.2024 02:00","0","0","0","797","803","803","1112","1176","1176"
"08.06.2024 02:00 - 08.06.2024 03:00","3","3","3","794","810","810","1120","1263","1263"
"08.06.2024 03:00 - 08.06.2024 04:00","69","67","67","787","838","838","1050","1050","1050"
"08.06.2024 04:00 - 08.06.2024 05:00","186","139","139","781","813","813","929","1020","1020"
"08.06.2024 05:00 - 08.06.2024 06:00","324","261","261","764","763","763","832","821","821"
"08.06.2024 06:00 - 08.06.2024 07:00","514","360","360","721","685","678","789","1051","1051"
"08.06.2024 07:00 - 08.06.2024 08:00","657","425","404","687","646","515","874","1084","1253"
"08.06.2024 08:00 - 08.06.2024 09:00","663","412","441","668","638","567","851","938","1085"
"08.06.2024 09:00 - 08.06.2024 10:00","481","311","295","684","678","551","776","781","879"
"08.06.2024 10:00 - 08.06.2024 11:00","295","223","174","700","717","562","751","700","762"
"08.06.2024 11:00 - 08.06.2024 12:00","242","209","222","733","776","188","682","584","522"
"08.06.2024 12:00 - 08.06.2024 13:00","194","191","217","734","772","179","680","577","601"
"08.06.2024 13:00 - 08.06.2024 14:00","163","173","217","743","671","161","686","597","830"
"08.06.2024 14:00 - 08.06.2024 15:00","246","218","268","812","666","237","850","703","608"
"08.06.2024 15:00 - 08.06.2024 16:00","330","281","611","834","738","318","1084","939","835"
"08.06.2024 16:00 - 08.06.2024 17:00","357","314","523","817","772","804","1185","1083","1013"
"08.06.2024 17:00 - 08.06.2024 18:00","291","249","362","833","794","607","1179","1215","1509"
"08.06.2024 18:00 - 08.06.2024 19:00","158","142","178","870","833","751","1197","1226","1563"
"08.06.2024 19:00 - 08.06.2024 20:00","34","32","31","879","865","906","1293","1195","1350"
"08.06.2024 20:00 - 08.06.2024 21:00","1","1","0","886","888","909","1317","1216","1327"
"08.06.2024 21:00 - 08.06.2024 22:00","0","0","0","914","912","929","1327","1219","1353"
"08.06.2024 22:00 - 08.06.2024 23:00","0","0","0","909","984","984","1248","1593","1593"
"08.06.2024 23:00 - 09.06.2024 00:00","0","0","0","919","936","936","1296","1672","1672"
"09.06.2024 00:00 - 09.06.2024 01:00","0","0","0","927","879","863","1434","1878","1878"
"09.06.2024 01:00 - 09.06.2024 02:00","0","0","0","938","955","955","1580","1752","1752"
"09.06.2024 02:00 - 09.06.2024 03:00","4","4","4","943","918","918","1697","1884","1884"
"09.06.2024 03:00 - 09.06.2024 04:00","91","82","82","948","885","885","1782","1868","1868"
"09.06.2024 04:00 - 09.06.2024 05:00","257","201","201","960","865","865","1747","1855","1855"
"09.06.2024 05:00 - 09.06.2024 06:00","448","385","385","971","631","631","1627","1748","1748"
"09.06.2024 06:00 - 09.06.2024 07:00","621","689","689","977","801","759","1433","1576","1591"
"09.06.2024 07:00 - 09.06.2024 08:00","595","615","674","976","836","897","1521","1626","1631"
"09.06.2024 08:00 - 09.06.2024 09:00","646","489","455","976","871","584","1436","1515","1330"
"09.06.2024 09:00 - 09.06.2024 10:00","708","503","560","973","903","283","1323","1360","1338"
"09.06.2024 10:00 - 09.06.2024 11:00","783","525","616","964","900","271","1388","1342","1343"
"09.06.2024 11:00 - 09.06.2024 12:00","841","570","819","951","893","187","1378","1320","1507"
"09.06.2024 12:00 - 09.06.2024 13:00","815","619","802","927","881","179","1390","1328","1615"
"09.06.2024 13:00 - 09.06.2024 14:00","808","634","819","923","875","232","1414","1390","1554"
"09.06.2024 14:00 - 09.06.2024 15:00","744","604","808","934","900","335","1653","1650","2008"
"09.06.2024 15:00 - 09.06.2024 16:00","743","757","797","941","928","407","1957","1969","2158"
"09.06.2024 16:00 - 09.06.2024 17:00","675","676","679","957","943","920","2225","2222","2668"
"09.06.2024 17:00 - 09.06.2024 18:00","368","383","359","967","949","902","1972","2010","2764"
"09.06.2024 18:00 - 09.06.2024 19:00","166","165","136","973","951","859","1864","1884","2685"
"09.06.2024 19:00 - 09.06.2024 20:00","31","31","29","974","960","921","1887","1829","2372"
"09.06.2024 20:00 - 09.06.2024 21:00","1","1","0","974","967","836","1912","1804","2158"
"09.06.2024 21:00 - 09.06.2024 22:00","0","0","0","981","970","832","1922","1778","2193"
"09.06.2024 22:00 - 09.06.2024 23:00","0","0","0","962","834","832","1980","2183","2183"
"09.06.2024 23:00 - 10.06.2024 00:00","0","0","0","968","866","866","1946","2091","2091"
"10.06.2024 00:00 - 10.06.2024 01:00","0","0","0","968","856","856","1961","2307","2307"
"10.06.2024 01:00 - 10.06.2024 02:00","0","0","0","968","873","873","1995","2041","2041"
"10.06.2024 02:00 - 10.06.2024 03:00","3","4","4","959","843","843","1998","2022","2022"
"10.06.2024 03:00 - 10.06.2024 04:00","90","91","91","946","722","722","1909","1996","1996"
"10.06.2024 04:00 - 10.06.2024 05:00","233","218","218","952","786","786","1786","1808","1808"
"10.06.2024 05:00 - 10.06.2024 06:00","459","407","407","954","756","756","1691","1810","1810"
"10.06.2024 06:00 - 10.06.2024 07:00","750","723","723","938","724","718","1641","2169","2169"
"10.06.2024 07:00 - 10.06.2024 08:00","992","1015","1034","920","715","680","1849","2330","2397"
"10.06.2024 08:00 - 10.06.2024 09:00","1184","1185","961","898","727","569","1927","2317","2340"
"10.06.2024 09:00 - 10.06.2024 10:00","1225","1286","1252","871","746","555","1818","2100","2325"
"10.06.2024 10:00 - 10.06.2024 11:00","1230","1299","1206","851","729","497","1803","2012","2266"
"10.06.2024 11:00 - 10.06.2024 12:00","1196","1280","1132","844","697","455","1660","1787","2176"
"10.06.2024 12:00 - 10.06.2024 13:00","1147","1207","1360","848","673","428","1574","1601","2137"
"10.06.2024 13:00 - 10.06.2024 14:00","1082","1145","1168","839","660","445","1484","1519","1993"
"10.06.2024 14:00 - 10.06.2024 15:00","996","1021","1034","834","686","486","1454","1426","1842"
"10.06.2024 15:00 - 10.06.2024 16:00","805","841","839","841","730","581","1432","1314","1652"
"10.06.2024 16:00 - 10.06.2024 17:00","558","575","618","842","745","607","1332","1171","1433"
"10.06.2024 17:00 - 10.06.2024 18:00","289","324","276","842","756","658","1127","1009","1261"
"10.06.2024 18:00 - 10.06.2024 19:00","135","147","144","837","771","660","989","889","1186"
"10.06.2024 19:00 - 10.06.2024 20:00","28","30","15","824","775","649","978","825","959"
