"MTU (UTC)","Generation - Solar [MW] Day Ahead/ BZN|DK1","Generation - Solar [MW] Intraday / BZN|DK1","Generation - Solar [MW] Current / BZN|DK1","Generation - Wind Offshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Offshore [MW] Intraday / BZN|DK1","Generation - Wind Offshore [MW] Current / BZN|DK1","Generation - Wind Onshore [MW] Day Ahead/ BZN|DK1","Generation - Wind Onshore [MW] Intraday / BZN|DK1","Generation - Wind Onshore [MW] Current / BZN|DK1"
"13.01.2024 07:00 - 13.01.2024 08:00","0","0","0","990","1101","1102","2429","3026","3026"
"13.01.2024 08:00 - 13.01.2024 09:00","7","7","6","1001","1081","1091","2563","3109","3044"
"13.01.2024 09:00 - 13.01.2024 10:00","28","27","68","1005","1059","1105","2529","2963","2958"
"13.01.2024 10:00 - 13.01.2024 11:00","58","52","145","1008","1045","1105","2673","3014","3112"
"13.01.2024 11:00 - 13.01.2024 12:00","73","67","252","1009","1038","1089","2599","2949","3158"
"13.01.2024 12:00 - 13.01.2024 13:00","60","57","266","1009","1032","1071","2560","2877","3230"
"13.01.2024 13:00 - 13.01.2024 14:00","35","34","158","1009","1023","1068","2560","2838","3266"
"13.01.2024 14:00 - 13.01.2024 15:00","10","11","54","1008","1015","1087","2547","2863","3180"
"13.01.2024 15:00 - 13.01.2024 16:00","1","1","3","1002","1006","1095","2608","2912","3235"
"13.01.2024 16:00 - 13.01.2024 17:00","0","0","0","991","992","1101","2564","2866","3048"
"13.01.2024 17:00 - 13.01.2024 18:00","0","0","0","980","977","1096","2304","2623","2841"
"13.01.2024 18:00 - 13.01.2024 19:00","0","0","0","968","967","1090","2257","2485","2941"
"13.01.2024 19:00 - 13.01.2024 20:00","0","0","0","953","958","1088","2302","2371","2746"
"13.01.2024 20:00 - 13.01.2024 21:00","0","0","0","937","949","1085","2291","2316","2478"
"13.01.2024 21:00 - 13.01.2024 22:00","0","0","0","930","941","1080","2185","2145","2317"
"13.01.2024 22:00 - 13.01.2024 23:00","0","0","0","928","935","1082","2052","2025","1670"
"13.01.2024 23:00 - 14.01.2024 00:00","0","0","0","934","1078","1078","2211","1462","1462"
"14.01.2024 00:00 - 14.01.2024 01:00","0","0","0","922","1034","1034","2109","1393","1393"
"14.01.2024 01:00 - 14.01.2024 02:00","0","0","0","909","1061","1061","1955","1312","1312"
"14.01.2024 02:00 - 14.01.2024 03:00","0","0","0","898","1009","1009","1877","1262","1262"
"14.01.2024 03:00 - 14.01.2024 04:00","0","0","0","892","969","969","1818","1320","1320"
"14.01.2024 04:00 - 14.01.2024 05:00","0","0","0","887","1023","1023","1684","1275","1275"
"14.01.2024 05:00 - 14.01.2024 06:00","0","0","0","880","1015","1015","1485","1069","1069"
"14.01.2024 06:00 - 14.01.2024 07:00","0","0","0","874","954","954","1411","1304","1304"
"14.01.2024 07:00 - 14.01.2024 08:00","1","1","1","866","880","880","1605","1572","1572"
"14.01.2024 08:00 - 14.01.2024 09:00","15","14","11","854","872","988","1713","1784","1594"
"14.01.2024 09:00 - 14.01.2024 10:00","45","39","82","842","871","910","1672","1794","1517"
"14.01.2024 10:00 - 14.01.2024 11:00","68","58","123","850","881","928","1834","1930","1600"
"14.01.2024 11:00 - 14.01.2024 12:00","66","59","153","875","901","981","1801","1919","1728"
"14.01.2024 12:00 - 14.01.2024 13:00","50","49","135","887","918","952","1770","1911","1829"
"14.01.2024 13:00 - 14.01.2024 14:00","31","31","89","903","932","1027","1769","1893","1840"
"14.01.2024 14:00 - 14.01.2024 15:00","10","9","32","913","942","1066","1789","1952","1891"
"14.01.2024 15:00 - 14.01.2024 16:00","1","1","2","923","941","1032","1869","2043","1996"
"14.01.2024 16:00 - 14.01.2024 17:00","0","0","0","933","940","1089","1793","2047","2008"
"14.01.2024 17:00 - 14.01.2024 18:00","0","0","0","942","945","1082","1583","1898","1899"
"14.01.2024 18:00 - 14.01.2024 19:00","0","0","0","946","957","1095","1521","1829","1876"
"14.01.2024 19:00 - 14.01.2024 20:00","0","0","0","941","959","1097","1452","1705","1862"
"14.01.2024 20:00 - 14.01.2024 21:00","0","0","0","941","937","1000","1291","1572","1816"
"14.01.2024 21:00 - 14.01.2024 22:00","0","0","0","934","914","1047","1237","1446","1766"
"14.01.2024 22:00 - 14.01.2024 23:00","0","0","0","913","903","890","1365","1563","1838"
"14.01.2024 23:00 - 15.01.2024 00:00","0","0","0","893","880","880","1884","1725","1725"
"15.01.2024 00:00 - 15.01.2024 01:00","0","0","0","893","953","953","2104","1976","1976"
"15.01.2024 01:00 - 15.01.2024 02:00","0","0","0","924","974","974","2225","2147","2147"
"15.01.2024 02:00 - 15.01.2024 03:00","0","0","0","973","1104","1104","2298","2343","2343"
"15.01.2024 03:00 - 15.01.2024 04:00","0","0","0","1002","1114","1114","2331","2198","2198"
"15.01.2024 04:00 - 15.01.2024 05:00","0","0","0","1007","1068","1068","2269","2009","2009"
"15.01.2024 05:00 - 15.01.2024 06:00","0","0","0","978","1022","1022","1940","1661","1661"
"15.01.2024 06:00 - 15.01.2024 07:00","0","0","0","934","871","871","1689","1545","1545"
"15.01.2024 07:00 - 15.01.2024 08:00","1","1","1","886","722","712","1701","1610","1610"
"15.01.2024 08:00 - 15.01.2024 09:00","18","19","16","854","705","640","1604","1444","1166"
"15.01.2024 09:00 - 15.01.2024 10:00","53","59","69","848","676","527","1452","1141","833"
"15.01.2024 10:00 - 15.01.2024 11:00","87","99","139","852","640","509","1379","915","648"
"15.01.2024 11:00 - 15.01.2024 12:00","95","108","285","837","570","398","1308","732","526"
"15.01.2024 12:00 - 15.01.2024 13:00","85","92","229","803","488","352","1219","596","344"
"15.01.2024 13:00 - 15.01.2024 14:00","58","58","140","763","446","350","1026","462","272"
"15.01.2024 14:00 - 15.01.2024 15:00","19","17","38","718","415","347","740","335","196"
"15.01.2024 15:00 - 15.01.2024 16:00","1","1","3","649","378","451","547","242","218"
"15.01.2024 16:00 - 15.01.2024 17:00","0","0","0","549","318","370","406","171","155"
"15.01.2024 17:00 - 15.01.2024 18:00","0","0","0","448","251","243","274","124","87"
"15.01.2024 18:00 - 15.01.2024 19:00","0","0","0","396","229","136","211","114","49"
"15.01.2024 19:00 - 15.01.2024 20:00","0","0","0","379","253","56","191","103","26"
"15.01.2024 20:00 - 15.01.2024 21:00","0","0","0","368","291","46","165","89","36"
"15.01.2024 21:00 - 15.01.2024 22:00","0","0","0","358","305","46","161","80","89"
"15.01.2024 22:00 - 15.01.2024 23:00","0","0","0","352","308","100","155","87","136"
"15.01.2024 23:00 - 16.01.2024 00:00","0","0","0","393","108","108","244","179","179"
"16.01.2024 00:00 - 16.01.2024 01:00","0","0","0","363","78","78","286","196","196"
"16.01.2024 01:00 - 16.01.2024 02:00","0","0","0","358","34","34","273","231","231"
"16.01.2024 02:00 - 16.01.2024 03:00","0","0","0","336","19","19","271","265","265"
"16.01.2024 03:00 - 16.01.2024 04:00","0","0","0","305","1","1","269","235","235"
"16.01.2024 04:00 - 16.01.2024 05:00","0","0","0","324","1","1","255","286","286"
"16.01.2024 05:00 - 16.01.2024 06:00","0","0","0","305","4","4","216","227","227"
"16.01.2024 06:00 - 16.01.2024 07:00","0","0","0","280","12","12","188","214","214"
"16.01.2024 07:00 - 16.01.2024 08:00","1","1","1","310","51","53","199","291","291"
"16.01.2024 08:00 - 16.01.2024 09:00","22","20","17","341","107","47","217","393","309"
"16.01.2024 09:00 - 16.01.2024 10:00","63","58","62","364","203","135","226","450","359"
"16.01.2024 10:00 - 16.01.2024 11:00","97","88","84","406","366","181","273","544","422"
"16.01.2024 11:00 - 16.01.2024 12:00","101","92","102","483","513","286","317","646","493"
"16.01.2024 12:00 - 16.01.2024 13:00","78","72","85","590","604","423","405","775","603"
"16.01.2024 13:00 - 16.01.2024 14:00","44","44","66","644","677","634","508","947","818"
"16.01.2024 14:00 - 16.01.2024 15:00","13","14","21","700","731","614","627","1120","1108"
"16.01.2024 15:00 - 16.01.2024 16:00","1","1","1","761","756","613","784","1272","1493"
"16.01.2024 16:00 - 16.01.2024 17:00","0","0","0","785","775","807","914","1371","1659"
"16.01.2024 17:00 - 16.01.2024 18:00","0","0","0","790","833","876","910","1328","1628"
"16.01.2024 18:00 - 16.01.2024 19:00","0","0","0","781","887","679","936","1306","1770"
"16.01.2024 19:00 - 16.01.2024 20:00","0","0","0","802","901","983","975","1234","1654"
"16.01.2024 20:00 - 16.01.2024 21:00","0","0","0","824","910","885","1011","1253","1765"
"16.01.2024 21:00 - 16.01.2024 22:00","0","0","0","849","920","1083","1075","1293","1733"
"16.01.2024 22:00 - 16.01.2024 23:00","0","0","0","877","927","1065","1234","1436","1898"
"16.01.2024 23:00 - 17.01.2024 00:00","0","0","0","941","1082","1082","2126","2285","2285"
"17.01.2024 00:00 - 17.01.2024 01:00","0","0","0","957","1098","1098","2449","2765","2765"
"17.01.2024 01:00 - 17.01.2024 02:00","0","0","0","988","1108","1108","2616","3159","3159"
"17.01.2024 02:00 - 17.01.2024 03:00","0","0","0","1006","1092","1092","2690","3266","3266"
"17.01.2024 03:00 - 17.01.2024 04:00","0","0","0","1000","1054","1054","2729","3365","3365"
"17.01.2024 04:00 - 17.01.2024 05:00","0","0","0","976","1046","1046","2623","3266","3266"
"17.01.2024 05:00 - 17.01.2024 06:00","0","0","0","955","1006","1006","2218","2791","2791"
"17.01.2024 06:00 - 17.01.2024 07:00","0","0","0","958","1041","1041","1913","2456","2456"
"17.01.2024 07:00 - 17.01.2024 08:00","1","1","1","952","899","897","1893","2479","2479"
"17.01.2024 08:00 - 17.01.2024 09:00","18","19","14","902","871","997","1713","2224","1941"
"17.01.2024 09:00 - 17.01.2024 10:00","61","57","63","865","836","750","1570","1860","1453"
"17.01.2024 10:00 - 17.01.2024 11:00","97","92","127","812","807","878","1565","1769","1534"
"17.01.2024 11:00 - 17.01.2024 12:00","108","98","123","741","789","877","1443","1636","1498"
"17.01.2024 12:00 - 17.01.2024 13:00","96","81","194","711","789","746","1248","1473","1268"
"17.01.2024 13:00 - 17.01.2024 14:00","66","54","112","687","744","776","1104","1227","1117"
"17.01.2024 14:00 - 17.01.2024 15:00","24","20","50","682","681","776","941","1046","938"
"17.01.2024 15:00 - 17.01.2024 16:00","1","1","2","691","661","703","891","1001","1055"
"17.01.2024 16:00 - 17.01.2024 17:00","0","0","0","689","609","795","854","928","898"
"17.01.2024 17:00 - 17.01.2024 18:00","0","0","0","677","594","608","722","785","718"
"17.01.2024 18:00 - 17.01.2024 19:00","0","0","0","647","608","512","653","721","819"
"17.01.2024 19:00 - 17.01.2024 20:00","0","0","0","635","605","495","679","688","791"
"17.01.2024 20:00 - 17.01.2024 21:00","0","0","0","648","594","535","722","695","732"
"17.01.2024 21:00 - 17.01.2024 22:00","0","0","0","649","589","494","773","692","792"
"17.01.2024 22:00 - 17.01.2024 23:00","0","0","0","652","588","487","772","695","757"
"17.01.2024 23:00 - 18.01.2024 00:00","0","0","0","571","558","558","707","812","812"
"18.01.2024 00:00 - 18.01.2024 01:00","0","0","0","608","436","436","719","615","615"
"18.01.2024 01:00 - 18.01.2024 02:00","0","0","0","615","604","604","785","656","656"
"18.01.2024 02:00 - 18.01.2024 03:00","0","0","0","629","581","581","856","623","623"
"18.01.2024 03:00 - 18.01.2024 04:00","0","0","0","661","692","692","890","546","546"
"18.01.2024 04:00 - 18.01.2024 05:00","0","0","0","663","759","759","882","532","532"
"18.01.2024 05:00 - 18.01.2024 06:00","0","0","0","690","719","719","832","454","454"
"18.01.2024 06:00 - 18.01.2024 07:00","0","0","0","740","689","701","859","652","652"
"18.01.2024 07:00 - 18.01.2024 08:00","2","2","2","775","839","834","1007","779","779"
"18.01.2024 08:00 - 18.01.2024 09:00","30","30","19","780","844","834","1018","843","704"
"18.01.2024 09:00 - 18.01.2024 10:00","84","84","98","758","832","720","823","760","711"
"18.01.2024 10:00 - 18.01.2024 11:00","130","130","203","742","787","667","955","874","858"
"18.01.2024 11:00 - 18.01.2024 12:00","140","138","270","783","775","669","916","925","1058"
"18.01.2024 12:00 - 18.01.2024 13:00","116","113","220","814","806","1009","915","980","1329"
"18.01.2024 13:00 - 18.01.2024 14:00","74","72","165","813","804","800","955","1050","1817"
"18.01.2024 14:00 - 18.01.2024 15:00","26","25","55","825","825","983","1064","1254","1752"
"18.01.2024 15:00 - 18.01.2024 16:00","2","1","4","858","846","710","1146","1395","1717"
"18.01.2024 16:00 - 18.01.2024 17:00","0","0","0","872","851","1060","1136","1367","1586"
"18.01.2024 17:00 - 18.01.2024 18:00","0","0","0","880","902","1011","1058","1295","1651"
"18.01.2024 18:00 - 18.01.2024 19:00","0","0","0","899","937","957","1161","1346","1774"
"18.01.2024 19:00 - 18.01.2024 20:00","0","0","0","902","915","1083","1417","1435","1418"
"18.01.2024 20:00 - 18.01.2024 21:00","0","0","0","909","888","998","1538","1464","1295"
"18.01.2024 21:00 - 18.01.2024 22:00","0","0","0","928","902","1072","1648","1425","1313"
"18.01.2024 22:00 - 18.01.2024 23:00","0","0","0","945","929","1050","1681","1513","1461"
"18.01.2024 23:00 - 19.01.2024 00:00","0","0","0","930","1063","1063","1627","1383","1383"
"19.01.2024 00:00 - 19.01.2024 01:00","0","0","0","927","1042","1042","1672","1631","1631"
"19.01.2024 01:00 - 19.01.2024 02:00","0","0","0","914","1075","1075","1654","1477","1477"
"19.01.2024 02:00 - 19.01.2024 03:00","0","0","0","915","899","899","1682","1528","1528"
"19.01.2024 03:00 - 19.01.2024 04:00","0","0","0","920","1022","1022","1742","1878","1878"
"19.01.2024 04:00 - 19.01.2024 05:00","0","0","0","942","1080","1080","1735","1938","1938"
"19.01.2024 05:00 - 19.01.2024 06:00","0","0","0","954","1080","1080","1606","1780","1780"
"19.01.2024 06:00 - 19.01.2024 07:00","0","0","0","962","994","994","1539","1966","1966"
"19.01.2024 07:00 - 19.01.2024 08:00","2","2","2","975","1078","1086","1734","1834","1834"
"19.01.2024 08:00 - 19.01.2024 09:00","29","31","23","976","1056","1069","1876","1891","1681"
"19.01.2024 09:00 - 19.01.2024 10:00","67","73","54","976","1018","1056","1693","1750","1840"
"19.01.2024 10:00 - 19.01.2024 11:00","86","98","86","977","936","1007","1689","1777","2037"
"19.01.2024 11:00 - 19.01.2024 12:00","81","89","125","955","966","1088","1568","1598","1702"
"19.01.2024 12:00 - 19.01.2024 13:00","60","59","127","923","987","1084","1573","1426","1678"
"19.01.2024 13:00 - 19.01.2024 14:00","41","39","76","894","939","974","1597","1266","1497"
"19.01.2024 14:00 - 19.01.2024 15:00","13","13","18","863","893","1011","1493","1232","1370"
"19.01.2024 15:00 - 19.01.2024 16:00","1","1","2","837","862","1029","1497","1298","1507"
"19.01.2024 16:00 - 19.01.2024 17:00","0","0","0","837","820","897","1467","1365","1285"
"19.01.2024 17:00 - 19.01.2024 18:00","0","0","0","849","795","922","1325","1408","1308"
"19.01.2024 18:00 - 19.01.2024 19:00","0","0","0","850","793","859","1346","1593","1830"
"19.01.2024 19:00 - 19.01.2024 20:00","0","0","0","833","793","877","1502","1808","2227"
"19.01.2024 20:00 - 19.01.2024 21:00","0","0","0","797","800","861","1677","2007","2638"
"19.01.2024 21:00 - 19.01.2024 22:00","0","0","0","771","838","991","1746","2099","2865"
"19.01.2024 22:00 - 19.01.2024 23:00","0","0","0","783","882","1106","1835","2203","2981"
"19.01.2024 23:00 - 20.01.2024 00:00","0","0","0","899","1094","1094","2438","3150","3150"
"20.01.2024 00:00 - 20.01.2024 01:00","0","0","0","933","1101","1101","2439","3220","3220"
"20.01.2024 01:00 - 20.01.2024 02:00","0","0","0","956","1084","1084","2386","3196","3196"
"20.01.2024 02:00 - 20.01.2024 03:00","0","0","0","952","1080","1080","2350","3196","3196"
"20.01.2024 03:00 - 20.01.2024 04:00","0","0","0","942","1083","1083","2255","3158","3158"
"20.01.2024 04:00 - 20.01.2024 05:00","0","0","0","923","1056","1056","2048","2914","2914"
"20.01.2024 05:00 - 20.01.2024 06:00","0","0","0","883","1049","1049","1708","2327","2327"
"20.01.2024 06:00 - 20.01.2024 07:00","0","0","0","833","1019","1019","1468","2073","2073"
"20.01.2024 07:00 - 20.01.2024 08:00","1","1","1","769","819","810","1485","1709","1709"
"20.01.2024 08:00 - 20.01.2024 09:00","11","11","10","709","760","717","1427","1533","1425"
"20.01.2024 09:00 - 20.01.2024 10:00","32","32","59","662","705","718","1303","1334","1248"
"20.01.2024 10:00 - 20.01.2024 11:00","49","46","87","644","667","716","1348","1332","1283"
"20.01.2024 11:00 - 20.01.2024 12:00","58","55","141","644","661","718","1287","1336","1170"
"20.01.2024 12:00 - 20.01.2024 13:00","54","58","141","654","657","717","1240","1336","1243"
"20.01.2024 13:00 - 20.01.2024 14:00","43","48","110","677","662","730","1242","1300","1292"
"20.01.2024 14:00 - 20.01.2024 15:00","14","17","33","727","704","778","1246","1343","1247"
"20.01.2024 15:00 - 20.01.2024 16:00","1","1","3","783","763","800","1340","1468","1444"
"20.01.2024 16:00 - 20.01.2024 17:00","0","0","0","824","810","831","1403","1594","1566"
"20.01.2024 17:00 - 20.01.2024 18:00","0","0","0","847","833","886","1349","1602","1788"
"20.01.2024 18:00 - 20.01.2024 19:00","0","0","0","869","856","915","1438","1696","2225"
"20.01.2024 19:00 - 20.01.2024 20:00","0","0","0","889","879","985","1631","1828","2311"
"20.01.2024 20:00 - 20.01.2024 21:00","0","0","0","899","897","1078","1739","1980","2334"
"20.01.2024 21:00 - 20.01.2024 22:00","0","0","0","909","913","1080","1795","2023","2372"
"20.01.2024 22:00 - 20.01.2024 23:00","0","0","0","915","925","1091","1846","2048","2477"
"20.01.2024 23:00 - 21.01.2024 00:00","0","0","0","949","1078","1078","2303","2457","2457"
"21.01.2024 00:00 - 21.01.2024 01:00","0","0","0","956","1084","1084","2256","2574","2574"
"21.01.2024 01:00 - 21.01.2024 02:00","0","0","0","955","1080","1080","2214","2442","2442"
"21.01.2024 02:00 - 21.01.2024 03:00","0","0","0","952","1079","1079","2266","2451","2451"
"21.01.2024 03:00 - 21.01.2024 04:00","0","0","0","956","1016","1016","2311","2577","2593"
"21.01.2024 04:00 - 21.01.2024 05:00","0","0","0","965","1038","1038","2297","2693","2693"
"21.01.2024 05:00 - 21.01.2024 06:00","0","0","0","971","1091","1091","2130","2589","2589"
"21.01.2024 06:00 - 21.01.2024 07:00","0","0","0","979","1007","1007","2096","2871","2871"
"21.01.2024 07:00 - 21.01.2024 08:00","1","1","1","994","1094","1095","2449","3175","3175"
"21.01.2024 08:00 - 21.01.2024 09:00","11","11","8","1002","1079","1093","2630","3241","3183"
"21.01.2024 09:00 - 21.01.2024 10:00","33","33","50","1005","1062","1087","2576","3056","3144"
"21.01.2024 10:00 - 21.01.2024 11:00","47","47","56","1009","1043","1082","2726","3088","3285"
"21.01.2024 11:00 - 21.01.2024 12:00","52","52","84","1009","1032","1081","2617","2982","3209"
"21.01.2024 12:00 - 21.01.2024 13:00","48","48","68","1007","1027","1091","2490","2846","3242"
"21.01.2024 13:00 - 21.01.2024 14:00","35","35","32","996","1023","1086","2316","2681","3154"
"21.01.2024 14:00 - 21.01.2024 15:00","14","14","11","983","1018","1079","2054","2486","3075"
"21.01.2024 15:00 - 21.01.2024 16:00","1","1","0","964","1010","1075","1975","2379","3086"
"21.01.2024 16:00 - 21.01.2024 17:00","0","0","0","954","994","1071","1900","2313","2885"
"21.01.2024 17:00 - 21.01.2024 18:00","0","0","0","966","983","1081","1758","2156","2783"
"21.01.2024 18:00 - 21.01.2024 19:00","0","0","0","971","981","1086","1883","2223","3299"
"21.01.2024 19:00 - 21.01.2024 20:00","0","0","0","981","984","1084","2214","2351","3346"
"21.01.2024 20:00 - 21.01.2024 21:00","0","0","0","986","986","1078","2420","2498","3304"
"21.01.2024 21:00 - 21.01.2024 22:00","0","0","0","987","990","1073","2457","2452","3345"
